"original","country","type","idREZE","department","apYear","apSerie","apID","date","journal"
"Tunisie, NAT, 2020X 102433, 091","Tunisie","NAT","2020X102433",91,"2020X","102","433",2021-08-08,"0183"
"Syrie, NAT, 2021X 304573, 069","Syrie","NAT","2021X304573",69,"2021X","304","573",2021-08-08,"0183"
"Algérie, NAT, 2021X 304323, 004","Algérie","NAT","2021X304323",4,"2021X","304","323",2021-08-08,"0183"
"Tunisie, NAT, 2021X 303807, 092","Tunisie","NAT","2021X303807",92,"2021X","303","807",2021-08-08,"0183"
"Tunisie, EFF, 2021X 303807, 092","Tunisie","EFF","2021X303807",92,"2021X","303","807",2021-08-08,"0183"
"U R S S, NAT, 2021X 304625, 035","U R S S","NAT","2021X304625",35,"2021X","304","625",2021-08-08,"0183"
"Belgique, NAT, 2021X 007508, 045","Belgique","NAT","2021X007508",45,"2021X","007","508",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2021X 304655, 031","Côte d’Ivoire","NAT","2021X304655",31,"2021X","304","655",2021-08-08,"0183"
"91480, EFF, 2021X 304763, 094","France","EFF","2021X304763",94,"2021X","304","763",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2021X 001266, 018","Côte d’Ivoire","NAT","2021X001266",18,"2021X","001","266",2021-08-08,"0183"
"Inde, NAT, 2019X  040411, 091","Inde","NAT","2019X 040411",91,"2019X"," 04","041",2021-08-08,"0183"
"Tunisie, NAT, 2021X 301712, 973","Tunisie","NAT","2021X301712",973,"2021X","301","712",2021-08-08,"0183"
"Royaume-Uni, EFF, 2021X 304171, 087","Royaume-Uni","EFF","2021X304171",87,"2021X","304","171",2021-08-08,"0183"
"87280, EFF, 2021X 304171, 087","France","EFF","2021X304171",87,"2021X","304","171",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2021X 304716, 078","Côte d’Ivoire","NAT","2021X304716",78,"2021X","304","716",2021-08-08,"0183"
"Maroc, NAT, 2021X 304319, 073","Maroc","NAT","2021X304319",73,"2021X","304","319",2021-08-08,"0183"
"Algérie, NAT, 2020X 034083, 092","Algérie","NAT","2020X034083",92,"2020X","034","083",2021-08-08,"0183"
"Venezuela, NAT, 2021X 304604, 035","Venezuela","NAT","2021X304604",35,"2021X","304","604",2021-08-08,"0183"
"Algérie, NAT, 2021X 303342, 069","Algérie","NAT","2021X303342",69,"2021X","303","342",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2021X 301735, 078","Côte d’Ivoire","NAT","2021X301735",78,"2021X","301","735",2021-08-08,"0183"
"92310, EFF, 2021X 301735, 078","France","EFF","2021X301735",78,"2021X","301","735",2021-08-08,"0183"
"Népal, NAT, 2021X 012521, 013","Népal","NAT","2021X012521",13,"2021X","012","521",2021-08-08,"0183"
"Algérie, NAT, 2021X 303882, 006","Algérie","NAT","2021X303882",6,"2021X","303","882",2021-08-08,"0183"
"Algérie, NAT, 2021X 008500, 095","Algérie","NAT","2021X008500",95,"2021X","008","500",2021-08-08,"0183"
"Tunisie, NAT, 2021X 008618, 078","Tunisie","NAT","2021X008618",78,"2021X","008","618",2021-08-08,"0183"
"29200, EFF, 2021X 304644, 092","France","EFF","2021X304644",92,"2021X","304","644",2021-08-08,"0183"
"Algérie, NAT, 2021X 304644, 092","Algérie","NAT","2021X304644",92,"2021X","304","644",2021-08-08,"0183"
"92160, EFF, 2021X 304644, 092","France","EFF","2021X304644",92,"2021X","304","644",2021-08-08,"0183"
"Algérie, EFF, 2021X 302002, 067","Algérie","EFF","2021X302002",67,"2021X","302","002",2021-08-08,"0183"
"Algérie, EFF, 2021X 302002, 067","Algérie","EFF","2021X302002",67,"2021X","302","002",2021-08-08,"0183"
"Algérie, EFF, 2021X 302002, 067","Algérie","EFF","2021X302002",67,"2021X","302","002",2021-08-08,"0183"
"Algérie, EFF, 2021X 302002, 067","Algérie","EFF","2021X302002",67,"2021X","302","002",2021-08-08,"0183"
"Algérie, NAT, 2021X 008491, 094","Algérie","NAT","2021X008491",94,"2021X","008","491",2021-08-08,"0183"
"Maroc, NAT, 2021X 007026, 078","Maroc","NAT","2021X007026",78,"2021X","007","026",2021-08-08,"0183"
"Tunisie, NAT, 2021X 304443, 095","Tunisie","NAT","2021X304443",95,"2021X","304","443",2021-08-08,"0183"
"Algérie, NAT, 2021X 304264, 093","Algérie","NAT","2021X304264",93,"2021X","304","264",2021-08-08,"0183"
"Algérie, REI, 2021X 006145, 027","Algérie","REI","2021X006145",27,"2021X","006","145",2021-08-08,"0183"
"13012, EFF, 2021X 304661, 091","France","EFF","2021X304661",91,"2021X","304","661",2021-08-08,"0183"
"Algérie, NAT, 2021X 304724, 051","Algérie","NAT","2021X304724",51,"2021X","304","724",2021-08-08,"0183"
"Maroc, NAT, 2021X 007055, 095","Maroc","NAT","2021X007055",95,"2021X","007","055",2021-08-08,"0183"
"Liban, EFF, 2021X 304593, 095","Liban","EFF","2021X304593",95,"2021X","304","593",2021-08-08,"0183"
"Algérie, EFF, 2021X 304713, 027","Algérie","EFF","2021X304713",27,"2021X","304","713",2021-08-08,"0183"
"Maroc, NAT, 2020X 032979, 069","Maroc","NAT","2020X032979",69,"2020X","032","979",2021-08-08,"0183"
"Liban, NAT, 2021X 005426, 075","Liban","NAT","2021X005426",75,"2021X","005","426",2021-08-08,"0183"
"Syrie, NAT, 2021X 007454, 076","Syrie","NAT","2021X007454",76,"2021X","007","454",2021-08-08,"0183"
"Tunisie, NAT, 2021X 007031, 013","Tunisie","NAT","2021X007031",13,"2021X","007","031",2021-08-08,"0183"
"Algérie, NAT, 2021X 013364, 075","Algérie","NAT","2021X013364",75,"2021X","013","364",2021-08-08,"0183"
"Maroc, NAT, 2021X 005545, 094","Maroc","NAT","2021X005545",94,"2021X","005","545",2021-08-08,"0183"
"Maroc, NAT, 2021X 303094, 054","Maroc","NAT","2021X303094",54,"2021X","303","094",2021-08-08,"0183"
"Royaume-Uni, NAT, 2021X 304610,  072","Royaume-Uni","NAT","2021X304610",72,"2021X","304","610",2021-08-08,"0183"
"Algérie, NAT, 2021X 006643, 094","Algérie","NAT","2021X006643",94,"2021X","006","643",2021-08-08,"0183"
"Soudan, NAT, 2021X 304656, 038","Soudan","NAT","2021X304656",38,"2021X","304","656",2021-08-08,"0183"
"21000, EFF, 2021X 304656, 038","France","EFF","2021X304656",38,"2021X","304","656",2021-08-08,"0183"
"Syrie, NAT, 2021X 304742, 079","Syrie","NAT","2021X304742",79,"2021X","304","742",2021-08-08,"0183"
"Soudan, NAT, 2021X 304546, 044","Soudan","NAT","2021X304546",44,"2021X","304","546",2021-08-08,"0183"
"Maroc, NAT, 2020X 030371, 99","Maroc","NAT","2020X030371",99,"2020X","030","371",2021-08-08,"0183"
"Maroc, EFF, 2020X 030372, 99","Maroc","EFF","2020X030372",99,"2020X","030","372",2021-08-08,"0183"
"Maroc, EFF, 2020X 030372, 99","Maroc","EFF","2020X030372",99,"2020X","030","372",2021-08-08,"0183"
"Maroc, EFF, 2020X 030372, 99","Maroc","EFF","2020X030372",99,"2020X","030","372",2021-08-08,"0183"
"93300, EFF, 2020X 032530, 093","France","EFF","2020X032530",93,"2020X","032","530",2021-08-08,"0183"
"93240, EFF, 2020X 032530, 093","France","EFF","2020X032530",93,"2020X","032","530",2021-08-08,"0183"
"Algérie, NAT, 2020X 032530, 093","Algérie","NAT","2020X032530",93,"2020X","032","530",2021-08-08,"0183"
"93300, EFF, 2020X 032530, 093","France","EFF","2020X032530",93,"2020X","032","530",2021-08-08,"0183"
"Roumanie, NAT, 2021X 301806, 018","Roumanie","NAT","2021X301806",18,"2021X","301","806",2021-08-08,"0183"
"Maroc, NAT, 2021X 005713, 094","Maroc","NAT","2021X005713",94,"2021X","005","713",2021-08-08,"0183"
"Pologne, NAT, 2020X 033029, 001","Pologne","NAT","2020X033029",1,"2020X","033","029",2021-08-08,"0183"
"Haïti, NAT, 2021X 304693, 075","Haïti","NAT","2021X304693",75,"2021X","304","693",2021-08-08,"0183"
"Roumanie, NAT, 2021X 301629, 068","Roumanie","NAT","2021X301629",68,"2021X","301","629",2021-08-08,"0183"
"Russie, NAT, 2020X 024121, 031","Russie","NAT","2020X024121",31,"2020X","024","121",2021-08-08,"0183"
"Pakistan, NAT, 2021X 304455, 078","Pakistan","NAT","2021X304455",78,"2021X","304","455",2021-08-08,"0183"
"Turquie, NAT, 2021X 007030, 013","Turquie","NAT","2021X007030",13,"2021X","007","030",2021-08-08,"0183"
"Syrie, EFF, 2020X 035010, 045","Syrie","EFF","2020X035010",45,"2020X","035","010",2021-08-08,"0183"
"Syrie, EFF, 2020X 035010, 045","Syrie","EFF","2020X035010",45,"2020X","035","010",2021-08-08,"0183"
"Liban, EFF, 2020X 035010, 045","Liban","EFF","2020X035010",45,"2020X","035","010",2021-08-08,"0183"
"Syrie, NAT, 2020X 035010, 045","Syrie","NAT","2020X035010",45,"2020X","035","010",2021-08-08,"0183"
"Syrie, EFF, 2020X 035010, 045","Syrie","EFF","2020X035010",45,"2020X","035","010",2021-08-08,"0183"
"Syrie, EFF, 2020X 035010, 045","Syrie","EFF","2020X035010",45,"2020X","035","010",2021-08-08,"0183"
"Syrie, EFF, 2020X 035010, 045","Syrie","EFF","2020X035010",45,"2020X","035","010",2021-08-08,"0183"
"Bulgarie, NAT, 2021X 008727, 075","Bulgarie","NAT","2021X008727",75,"2021X","008","727",2021-08-08,"0183"
"Roumanie, NAT, 2021X 301805, 018","Roumanie","NAT","2021X301805",18,"2021X","301","805",2021-08-08,"0183"
"Nigéria, NAT, 2020X 034998, 092","Nigéria","NAT","2020X034998",92,"2020X","034","998",2021-08-08,"0183"
"60100, EFF, 2021X 304416, 060","France","EFF","2021X304416",60,"2021X","304","416",2021-08-08,"0183"
"60100, EFF, 2021X 304416, 060","France","EFF","2021X304416",60,"2021X","304","416",2021-08-08,"0183"
"Maroc, NAT, 2021X 006565, 092","Maroc","NAT","2021X006565",92,"2021X","006","565",2021-08-08,"0183"
"62300, NAT, 2021X 000475, 077","France","NAT","2021X000475",77,"2021X","000","475",2021-08-08,"0183"
"Etats-Unis, NAT, 2020X 023250,  075","Etats-Unis","NAT","2020X023250",75,"2020X","023","250",2021-08-08,"0183"
"69130, EFF, 2021X 304565, 069","France","EFF","2021X304565",69,"2021X","304","565",2021-08-08,"0183"
"Italie, EFF, 2021X 304565, 069","Italie","EFF","2021X304565",69,"2021X","304","565",2021-08-08,"0183"
"Tunisie, NAT, 2021X 304469, 094","Tunisie","NAT","2021X304469",94,"2021X","304","469",2021-08-08,"0183"
"75013, EFF, 2021X 304469, 094","France","EFF","2021X304469",94,"2021X","304","469",2021-08-08,"0183"
"75020, EFF, 2021X 304469, 094","France","EFF","2021X304469",94,"2021X","304","469",2021-08-08,"0183"
"Mongolie, NAT, 2021X 005283, 075","Mongolie","NAT","2021X005283",75,"2021X","005","283",2021-08-08,"0183"
"Maroc, NAT, 2021X 005313, 031","Maroc","NAT","2021X005313",31,"2021X","005","313",2021-08-08,"0183"
"Burkina Faso, NAT, 2021X 301715,  075","Burkina Faso","NAT","2021X301715",75,"2021X","301","715",2021-08-08,"0183"
"Algérie, NAT, 2021X 304672, 092","Algérie","NAT","2021X304672",92,"2021X","304","672",2021-08-08,"0183"
"93370, EFF, 2020X 033776, 060","France","EFF","2020X033776",60,"2020X","033","776",2021-08-08,"0183"
"76100, EFF, 2021X 007186, 076","France","EFF","2021X007186",76,"2021X","007","186",2021-08-08,"0183"
"Tunisie, NAT, 2021X 007186, 076","Tunisie","NAT","2021X007186",76,"2021X","007","186",2021-08-08,"0183"
"Maroc, NAT, 2020X 032931, 083","Maroc","NAT","2020X032931",83,"2020X","032","931",2021-08-08,"0183"
"62300, EFF, 2021X 000851, 062","France","EFF","2021X000851",62,"2021X","000","851",2021-08-08,"0183"
"Algérie, EFF, 2021X 000851, 062","Algérie","EFF","2021X000851",62,"2021X","000","851",2021-08-08,"0183"
"Algérie, EFF, 2021X 000851, 062","Algérie","EFF","2021X000851",62,"2021X","000","851",2021-08-08,"0183"
"Algérie, NAT, 2021X 000851, 062","Algérie","NAT","2021X000851",62,"2021X","000","851",2021-08-08,"0183"
"Tunisie, NAT, 2021X 304263, 094","Tunisie","NAT","2021X304263",94,"2021X","304","263",2021-08-08,"0183"
"Cameroun, NAT, 2021X 304714, 014","Cameroun","NAT","2021X304714",14,"2021X","304","714",2021-08-08,"0183"
"47200, EFF, 2021X 304514, 033","France","EFF","2021X304514",33,"2021X","304","514",2021-08-08,"0183"
"93140, EFF, 2020X 111577, 093","France","EFF","2020X111577",93,"2020X","111","577",2021-08-08,"0183"
"93210, EFF, 2020X 111577, 093","France","EFF","2020X111577",93,"2020X","111","577",2021-08-08,"0183"
"94270, EFF, 2020X 111577, 093","France","EFF","2020X111577",93,"2020X","111","577",2021-08-08,"0183"
"95260, EFF, 2021X 304584, 095","France","EFF","2021X304584",95,"2021X","304","584",2021-08-08,"0183"
"Liban, NAT, 2021X 303946, 075","Liban","NAT","2021X303946",75,"2021X","303","946",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2021X 005440,  075","Côte d’Ivoire","NAT","2021X005440",75,"2021X","005","440",2021-08-08,"0183"
"Maroc, NAT, 2021X 304673, 092","Maroc","NAT","2021X304673",92,"2021X","304","673",2021-08-08,"0183"
"94190, EFF, 2021X 304630, 094","France","EFF","2021X304630",94,"2021X","304","630",2021-08-08,"0183"
"Mali, NAT, 2021X 000297, 067","Mali","NAT","2021X000297",67,"2021X","000","297",2021-08-08,"0183"
"59800, EFF, 2021X 304024, 056","France","EFF","2021X304024",56,"2021X","304","024",2021-08-08,"0183"
"Mali, NAT, 2021X 000864, 094","Mali","NAT","2021X000864",94,"2021X","000","864",2021-08-08,"0183"
"56000, EFF, 2021X 304024, 056","France","EFF","2021X304024",56,"2021X","304","024",2021-08-08,"0183"
"94190, EFF, 2021X 000864, 094","France","EFF","2021X000864",94,"2021X","000","864",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2020X 113627, 001","Côte d’Ivoire","NAT","2020X113627",1,"2020X","113","627",2021-08-08,"0183"
"94190, EFF, 2021X 000864, 094","France","EFF","2021X000864",94,"2021X","000","864",2021-08-08,"0183"
"94190, EFF, 2021X 000864, 094","France","EFF","2021X000864",94,"2021X","000","864",2021-08-08,"0183"
"94190, EFF, 2021X 000864, 094","France","EFF","2021X000864",94,"2021X","000","864",2021-08-08,"0183"
"Guinée, NAT, 2021X 304024, 056","Guinée","NAT","2021X304024",56,"2021X","304","024",2021-08-08,"0183"
"94190, EFF, 2021X 000864, 094","France","EFF","2021X000864",94,"2021X","000","864",2021-08-08,"0183"
"21000, EFF, 2021X 303527, 021","France","EFF","2021X303527",21,"2021X","303","527",2021-08-08,"0183"
"21000, EFF, 2021X 303527, 021","France","EFF","2021X303527",21,"2021X","303","527",2021-08-08,"0183"
"21200, EFF, 2021X 303527, 021","France","EFF","2021X303527",21,"2021X","303","527",2021-08-08,"0183"
"Algérie, NAT, 2020X 011771, 074","Algérie","NAT","2020X011771",74,"2020X","011","771",2021-08-08,"0183"
"Algérie, NAT, 2021X 008615, 078","Algérie","NAT","2021X008615",78,"2021X","008","615",2021-08-08,"0183"
"Liban, NAT, 2021X 304138, 065","Liban","NAT","2021X304138",65,"2021X","304","138",2021-08-08,"0183"
"Algérie, NAT, 2021X 303862, 069","Algérie","NAT","2021X303862",69,"2021X","303","862",2021-08-08,"0183"
"Biélorussie, NAT, 2021X 012523, 013","Biélorussie","NAT","2021X012523",13,"2021X","012","523",2021-08-08,"0183"
"République Démocratique du Congo, NAT, 2021X 006998,  095","République Démocratique du Congo","NAT","2021X006998",95,"2021X","006","998",2021-08-08,"0183"
"République Démocratique du Congo, NAT,  2020X 034586, 078","République Démocratique du Congo","NAT","2020X034586",78,"2020X","034","586",2021-08-08,"0183"
"91080, EFF, 2021X 303746, 091","France","EFF","2021X303746",91,"2021X","303","746",2021-08-08,"0183"
"République Démocratique du Congo, NAT, 2021X  304306, 080","République Démocratique du Congo","NAT","2021X 304306",80,"2021X"," 30","430",2021-08-08,"0183"
"Liban, NAT, 2021X 008877, 092","Liban","NAT","2021X008877",92,"2021X","008","877",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2021X  104288, 078","Côte d’Ivoire","NAT","2021X 104288",78,"2021X"," 10","428",2021-08-08,"0183"
"Cameroun, NAT, 2021X 006566, 092","Cameroun","NAT","2021X006566",92,"2021X","006","566",2021-08-08,"0183"
"République Démocratique du Congo, NAT, 2021X  304662, 075","République Démocratique du Congo","NAT","2021X 304662",75,"2021X"," 30","466",2021-08-08,"0183"
"République Démocratique du Congo, NAT, 2021X  005704, 094","République Démocratique du Congo","NAT","2021X 005704",94,"2021X"," 00","570",2021-08-08,"0183"
"Mali, NAT, 2021X 006278, 075","Mali","NAT","2021X006278",75,"2021X","006","278",2021-08-08,"0183"
"Guinée, NAT, 2021X 304663, 075","Guinée","NAT","2021X304663",75,"2021X","304","663",2021-08-08,"0183"
"Mali, EFF, 2021X 006278, 075","Mali","EFF","2021X006278",75,"2021X","006","278",2021-08-08,"0183"
"Sénégal, NAT, 2021X 304197, 069","Sénégal","NAT","2021X304197",69,"2021X","304","197",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2021X 304762, 094","Côte d’Ivoire","NAT","2021X304762",94,"2021X","304","762",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2021X 304649,  088","Côte d’Ivoire","NAT","2021X304649",88,"2021X","304","649",2021-08-08,"0183"
"République du Congo, NAT, 2021X  304594, 095","République du Congo","NAT","2021X 304594",95,"2021X"," 30","459",2021-08-08,"0183"
"93170, NAT, 2021X 302385, 069","France","NAT","2021X302385",69,"2021X","302","385",2021-08-08,"0183"
"Cameroun, NAT, 2021X 005583, 094","Cameroun","NAT","2021X005583",94,"2021X","005","583",2021-08-08,"0183"
"Cameroun, NAT, 2021X 000811, 045","Cameroun","NAT","2021X000811",45,"2021X","000","811",2021-08-08,"0183"
"Guinée, NAT, 2020X 005007, 006","Guinée","NAT","2020X005007",6,"2020X","005","007",2021-08-08,"0183"
"Mali, NAT, 2021X 304760, 094","Mali","NAT","2021X304760",94,"2021X","304","760",2021-08-08,"0183"
"Algérie, NAT, 2020X 031142, 059","Algérie","NAT","2020X031142",59,"2020X","031","142",2021-08-08,"0183"
"59800, EFF, 2020X 031142, 059","France","EFF","2020X031142",59,"2020X","031","142",2021-08-08,"0183"
"59800, EFF, 2020X 031142, 059","France","EFF","2020X031142",59,"2020X","031","142",2021-08-08,"0183"
"Angola, NAT, 2019X 015466, 045","Angola","NAT","2019X015466",45,"2019X","015","466",2021-08-08,"0183"
"Maroc, NAT, 2021X 005782, 031","Maroc","NAT","2021X005782",31,"2021X","005","782",2021-08-08,"0183"
"Maroc, NAT, 2021X 303527, 021","Maroc","NAT","2021X303527",21,"2021X","303","527",2021-08-08,"0183"
"Algérie, REI, 2021X 006975, 078","Algérie","REI","2021X006975",78,"2021X","006","975",2021-08-08,"0183"
"Algérie, NAT, 2020X 034956, 092","Algérie","NAT","2020X034956",92,"2020X","034","956",2021-08-08,"0183"
"Gabon, NAT, 2021X 003981, 094","Gabon","NAT","2021X003981",94,"2021X","003","981",2021-08-08,"0183"
"Algérie, NAT, 2021X 008501, 095","Algérie","NAT","2021X008501",95,"2021X","008","501",2021-08-08,"0183"
"Algérie, NAT, 2021X 006612, 094","Algérie","NAT","2021X006612",94,"2021X","006","612",2021-08-08,"0183"
"69310, EFF, 2021X 303293, 069","France","EFF","2021X303293",69,"2021X","303","293",2021-08-08,"0183"
"Algérie, NAT, 2021X 303293, 069","Algérie","NAT","2021X303293",69,"2021X","303","293",2021-08-08,"0183"
"Tunisie, EFF, 2021X 304637, 090","Tunisie","EFF","2021X304637",90,"2021X","304","637",2021-08-08,"0183"
"Tunisie, NAT, 2021X 304637, 090","Tunisie","NAT","2021X304637",90,"2021X","304","637",2021-08-08,"0183"
"Tunisie, EFF, 2021X 304637, 090","Tunisie","EFF","2021X304637",90,"2021X","304","637",2021-08-08,"0183"
"République centrafricaine, NAT, 2021X  100928, 055","République centrafricaine","NAT","2021X 100928",55,"2021X"," 10","092",2021-08-08,"0183"
"Bénin, EFF, 2021X 005779, 095","Bénin","EFF","2021X005779",95,"2021X","005","779",2021-08-08,"0183"
"Bénin, NAT, 2021X 005779, 095","Bénin","NAT","2021X005779",95,"2021X","005","779",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2021X 000837, 045","Côte d’Ivoire","NAT","2021X000837",45,"2021X","000","837",2021-08-08,"0183"
"Tunisie, NAT, 2021X 007926, 094","Tunisie","NAT","2021X007926",94,"2021X","007","926",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2021X 304267, 075","Côte d’Ivoire","NAT","2021X304267",75,"2021X","304","267",2021-08-08,"0183"
"Maurice, NAT, 2021X 006077, 057","Maurice","NAT","2021X006077",57,"2021X","006","077",2021-08-08,"0183"
"68800, EFF, 2020X 033028, 001","France","EFF","2020X033028",1,"2020X","033","028",2021-08-08,"0183"
"Pologne, NAT, 2020X 033028, 001","Pologne","NAT","2020X033028",1,"2020X","033","028",2021-08-08,"0183"
"Suisse, EFF, 2021X 304097, 071","Suisse","EFF","2021X304097",71,"2021X","304","097",2021-08-08,"0183"
"Suisse, EFF, 2021X 304097, 071","Suisse","EFF","2021X304097",71,"2021X","304","097",2021-08-08,"0183"
"République Démocratique du Congo, NAT, 2021X 304569,  069","République Démocratique du Congo","NAT","2021X304569",69,"2021X","304","569",2021-08-08,"0183"
"République Démocratique du Congo, NAT, 2021X  304749, 091","République Démocratique du Congo","NAT","2021X 304749",91,"2021X"," 30","474",2021-08-08,"0183"
"République Démocratique du Congo, NAT, 2021X  304627, 091","République Démocratique du Congo","NAT","2021X 304627",91,"2021X"," 30","462",2021-08-08,"0183"
"Equateur, NAT, 2021X  005318, 026","Equateur","NAT","2021X 005318",26,"2021X"," 00","531",2021-08-08,"0183"
"Maroc, NAT, 2021X 303624, 087","Maroc","NAT","2021X303624",87,"2021X","303","624",2021-08-08,"0183"
"75010, EFF, 2021X 304662, 075","France","EFF","2021X304662",75,"2021X","304","662",2021-08-08,"0183"
"75019, EFF, 2021X 304662, 075","France","EFF","2021X304662",75,"2021X","304","662",2021-08-08,"0183"
"Tunisie, NAT, 2021X 005598, 076","Tunisie","NAT","2021X005598",76,"2021X","005","598",2021-08-08,"0183"
"Tunisie, NAT, 2021X 304591, 075","Tunisie","NAT","2021X304591",75,"2021X","304","591",2021-08-08,"0183"
"Gabon, NAT, 2021X 304596, 095","Gabon","NAT","2021X304596",95,"2021X","304","596",2021-08-08,"0183"
"Côte d’Ivoire, NAT, 2021X 006662, 078","Côte d’Ivoire","NAT","2021X006662",78,"2021X","006","662",2021-08-08,"0183"
"Maroc, NAT, 2021X 304514, 033","Maroc","NAT","2021X304514",33,"2021X","304","514",2021-08-08,"0183"
"Russie, NAT, 2021X 005911, 092","Russie","NAT","2021X005911",92,"2021X","005","911",2021-08-08,"0183"
"Liban, NAT, 2021X 006110, 031","Liban","NAT","2021X006110",31,"2021X","006","110",2021-08-08,"0183"
"Cameroun, NAT, 2021X 304572, 069","Cameroun","NAT","2021X304572",69,"2021X","304","572",2021-08-08,"0183"
"75013, EFF, 2021X 003807, 075","France","EFF","2021X003807",75,"2021X","003","807",2021-08-08,"0183"
"Algérie, NAT, 2021X 000546, 091","Algérie","NAT","2021X000546",91,"2021X","000","546",2021-08-08,"0183"
"Serbie, NAT, 2021X 006860, 075","Serbie","NAT","2021X006860",75,"2021X","006","860",2021-08-08,"0183"
"Liban, NAT, 2021X 304593, 095","Liban","NAT","2021X304593",95,"2021X","304","593",2021-08-08,"0183"
"Colombie, NAT, 2021X 303272,  078","Colombie","NAT","2021X303272",78,"2021X","303","272",2021-08-08,"0183"
"Guinée, NAT, 2021X 304409, 054","Guinée","NAT","2021X304409",54,"2021X","304","409",2021-08-08,"0183"
"Guinée, EFF, 2021X 304409, 054","Guinée","EFF","2021X304409",54,"2021X","304","409",2021-08-08,"0183"
"Colombie, NAT, 2020X 031667, 085","Colombie","NAT","2020X031667",85,"2020X","031","667",2021-08-08,"0183"
"Albanie, NAT, 2019X 027093, 003","Albanie","NAT","2019X027093",3,"2019X","027","093",2021-08-08,"0183"
"Portugal, NAT, 2021X 000347, 001","Portugal","NAT","2021X000347",1,"2021X","000","347",2021-08-08,"0183"
"95300, EFF, 2021X 304595,  095","France","EFF","2021X304595",95,"2021X","304","595",2021-08-08,"0183"
"95300, EFF, 2021X 304595,  095","France","EFF","2021X304595",95,"2021X","304","595",2021-08-08,"0183"
"Gabon, NAT, 2021X 304595, 095","Gabon","NAT","2021X304595",95,"2021X","304","595",2021-08-08,"0183"
"83800, EFF, 2021X 304180, 083","France","EFF","2021X304180",83,"2021X","304","180",2021-08-08,"0183"
"83800, EFF, 2021X 304180, 083","France","EFF","2021X304180",83,"2021X","304","180",2021-08-08,"0183"
"Roumanie, NAT, 2021X 304180, 083","Roumanie","NAT","2021X304180",83,"2021X","304","180",2021-08-08,"0183"
"Algérie, NAT, 2019X 112096, 078","Algérie","NAT","2019X112096",78,"2019X","112","096",2021-08-08,"0183"
"République Démocratique du Congo, NAT, 2021X 303690, 045","République Démocratique du Congo","NAT","2021X303690",45,"2021X","303","690",2021-08-08,"0183"
"Tunisie, NAT, 2021X 005169, 078","Tunisie","NAT","2021X005169",78,"2021X","005","169",2021-08-08,"0183"
"République du Congo, NAT, 2021X 304671, 078","République du Congo","NAT","2021X304671",78,"2021X","304","671",2021-08-08,"0183"
"Algérie, NAT, 2020X 028473, 078","Algérie","NAT","2020X028473",78,"2020X","028","473",2021-08-08,"0183"
"Algérie, NAT, 2021X 304142, 095","Algérie","NAT","2021X304142",95,"2021X","304","142",2021-08-08,"0183"
"Equateur, NAT, 2020X 018332, 095","Equateur","NAT","2020X018332",95,"2020X","018","332",2021-08-08,"0183"
"Sénégal, NAT, 2021X 005519, 094","Sénégal","NAT","2021X005519",94,"2021X","005","519",2021-08-08,"0183"
"Ukraine, NAT, 2021X 301674, 033","Ukraine","NAT","2021X301674",33,"2021X","301","674",2021-08-08,"0183"
"Togo, NAT, 2021X 006184, 031","Togo","NAT","2021X006184",31,"2021X","006","184",2021-08-08,"0183"
"75010, EFF, 2021X 303429, 075","France","EFF","2021X303429",75,"2021X","303","429",2021-08-08,"0183"
"Espagne, EFF, 2021X 303429, 075","Espagne","EFF","2021X303429",75,"2021X","303","429",2021-08-08,"0183"
"Espagne, EFF, 2021X 303429, 075","Espagne","EFF","2021X303429",75,"2021X","303","429",2021-08-08,"0183"
"Maroc, NAT, 2021X 303429, 075","Maroc","NAT","2021X303429",75,"2021X","303","429",2021-08-08,"0183"
"Comores, NAT, 2021X 005597, 033","Comores","NAT","2021X005597",33,"2021X","005","597",2021-08-08,"0183"
"33800, EFF, 2021X 006638, 033","France","EFF","2021X006638",33,"2021X","006","638",2021-08-08,"0183"
"Bulgarie, NAT, 2021X 006638, 033","Bulgarie","NAT","2021X006638",33,"2021X","006","638",2021-08-08,"0183"
"37200, EFF, 2020X 029459, 037","France","EFF","2020X029459",37,"2020X","029","459",2021-08-08,"0183"
"Gabon, NAT, 2020X 029459, 037","Gabon","NAT","2020X029459",37,"2020X","029","459",2021-08-08,"0183"
"37200, EFF, 2020X 029459, 037","France","EFF","2020X029459",37,"2020X","029","459",2021-08-08,"0183"
"Maroc, NAT, 2021X 008617, 078","Maroc","NAT","2021X008617",78,"2021X","008","617",2021-08-08,"0183"
"Maroc, NAT, 2020X 035015, 092","Maroc","NAT","2020X035015",92,"2020X","035","015",2021-08-08,"0183"
"Cameroun, NAT, 2021X 001242, 045","Cameroun","NAT","2021X001242",45,"2021X","001","242",2021-08-08,"0183"
