"original","country","type","idREZE","department","apYear","apSerie","apID","date","journal"
"92700, EFF, 2021X 007008, 092","France","EFF","2021X007008",92,"2021X","007","008",2021-08-05,"0180"
"U R S S, NAT, 2021X  000625, 044","U R S S","NAT","2021X 000625",44,"2021X"," 00","062",2021-08-05,"0180"
"93210, EFF, 2021X 303688, 045","France","EFF","2021X303688",45,"2021X","303","688",2021-08-05,"0180"
"93100, EFF, 2021X 303688, 045","France","EFF","2021X303688",45,"2021X","303","688",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 304037, 075","Côte d’Ivoire","NAT","2021X304037",75,"2021X","304","037",2021-08-05,"0180"
"Sénégal, NAT, 2021X 005402, 075","Sénégal","NAT","2021X005402",75,"2021X","005","402",2021-08-05,"0180"
"94190, EFF, 2021X 005402, 075","France","EFF","2021X005402",75,"2021X","005","402",2021-08-05,"0180"
"Sénégal, NAT, 2021X 304049, 078","Sénégal","NAT","2021X304049",78,"2021X","304","049",2021-08-05,"0180"
"Guinée, NAT, 2021X 000194, 037","Guinée","NAT","2021X000194",37,"2021X","000","194",2021-08-05,"0180"
"Maroc, NAT, 2021X 006066, 075","Maroc","NAT","2021X006066",75,"2021X","006","066",2021-08-05,"0180"
"Djibouti, NAT, 2021X 303742, 050","Djibouti","NAT","2021X303742",50,"2021X","303","742",2021-08-05,"0180"
"Cameroun, NAT, 2021X 005512, 027","Cameroun","NAT","2021X005512",27,"2021X","005","512",2021-08-05,"0180"
"Turquie, NAT, 2020X 034986, 068","Turquie","NAT","2020X034986",68,"2020X","034","986",2021-08-05,"0180"
"Bénin, NAT, 2021X 304153, 069","Bénin","NAT","2021X304153",69,"2021X","304","153",2021-08-05,"0180"
"97300, NAT, 2021X 007796, 973","France","NAT","2021X007796",973,"2021X","007","796",2021-08-05,"0180"
"75014, EFF, 2020X 025150, 091","France","EFF","2020X025150",91,"2020X","025","150",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 005748, 075","Côte d’Ivoire","NAT","2021X005748",75,"2021X","005","748",2021-08-05,"0180"
"Mali, NAT, 2020X 029666, 045","Mali","NAT","2020X029666",45,"2020X","029","666",2021-08-05,"0180"
"45100, EFF, 2020X 029666, 045","France","EFF","2020X029666",45,"2020X","029","666",2021-08-05,"0180"
"45100, EFF, 2020X 029666, 045","France","EFF","2020X029666",45,"2020X","029","666",2021-08-05,"0180"
"Mali, NAT, 2021X 005605, 095","Mali","NAT","2021X005605",95,"2021X","005","605",2021-08-05,"0180"
"75012, EFF, 2021X 304041, 092","France","EFF","2021X304041",92,"2021X","304","041",2021-08-05,"0180"
"Sénégal, EFF, 2021X 304041, 092","Sénégal","EFF","2021X304041",92,"2021X","304","041",2021-08-05,"0180"
"Algérie, NAT, 2021X 002586, 087","Algérie","NAT","2021X002586",87,"2021X","002","586",2021-08-05,"0180"
"87280, EFF, 2021X 002586, 087","France","EFF","2021X002586",87,"2021X","002","586",2021-08-05,"0180"
"Tunisie, NAT, 2021X 005382, 076","Tunisie","NAT","2021X005382",76,"2021X","005","382",2021-08-05,"0180"
"Cameroun, NAT, 2021X 303623, 087","Cameroun","NAT","2021X303623",87,"2021X","303","623",2021-08-05,"0180"
"Thaïlande, NAT, 2021X 000197, 069","Thaïlande","NAT","2021X000197",69,"2021X","000","197",2021-08-05,"0180"
"République Démocratique du Congo, NAT,  2021X 303937, 077","République Démocratique du Congo","NAT","2021X303937",77,"2021X","303","937",2021-08-05,"0180"
"Sri Lanka, NAT, 2020X 033805,  091","Sri Lanka","NAT","2020X033805",91,"2020X","033","805",2021-08-05,"0180"
"Syrie, NAT, 2021X 005947, 092","Syrie","NAT","2021X005947",92,"2021X","005","947",2021-08-05,"0180"
"Cameroun, NAT, 2021X 004631, 092","Cameroun","NAT","2021X004631",92,"2021X","004","631",2021-08-05,"0180"
"Cameroun, NAT, 2021X 001350, 094","Cameroun","NAT","2021X001350",94,"2021X","001","350",2021-08-05,"0180"
"84100, EFF, 2020X 033349, 084","France","EFF","2020X033349",84,"2020X","033","349",2021-08-05,"0180"
"84100, EFF, 2020X 033349, 084","France","EFF","2020X033349",84,"2020X","033","349",2021-08-05,"0180"
"Maroc, NAT, 2020X 033349, 084","Maroc","NAT","2020X033349",84,"2020X","033","349",2021-08-05,"0180"
"84100, EFF, 2020X 033349, 084","France","EFF","2020X033349",84,"2020X","033","349",2021-08-05,"0180"
"Maroc, NAT, 2021X 005842, 076","Maroc","NAT","2021X005842",76,"2021X","005","842",2021-08-05,"0180"
"Maroc, NAT, 2021X 007252, 026","Maroc","NAT","2021X007252",26,"2021X","007","252",2021-08-05,"0180"
"Maroc, NAT, 2021X 001291, 030","Maroc","NAT","2021X001291",30,"2021X","001","291",2021-08-05,"0180"
"84100, EFF, 2020X 022517, 084","France","EFF","2020X022517",84,"2020X","022","517",2021-08-05,"0180"
"Maroc, NAT, 2020X 022517, 084","Maroc","NAT","2020X022517",84,"2020X","022","517",2021-08-05,"0180"
"84100, EFF, 2020X 022517, 084","France","EFF","2020X022517",84,"2020X","022","517",2021-08-05,"0180"
"Maroc, NAT, 2021X 303869, 013","Maroc","NAT","2021X303869",13,"2021X","303","869",2021-08-05,"0180"
"Maroc, NAT, 2021X 303521, 017","Maroc","NAT","2021X303521",17,"2021X","303","521",2021-08-05,"0180"
"Maroc, NAT, 2021X 007249, 031","Maroc","NAT","2021X007249",31,"2021X","007","249",2021-08-05,"0180"
"Maroc, NAT, 2021X 006007, 075","Maroc","NAT","2021X006007",75,"2021X","006","007",2021-08-05,"0180"
"Maroc, NAT, 2021X 003589, 092","Maroc","NAT","2021X003589",92,"2021X","003","589",2021-08-05,"0180"
"Maroc, NAT, 2021X 304161, 092","Maroc","NAT","2021X304161",92,"2021X","304","161",2021-08-05,"0180"
"Maroc, NAT, 2020X 029956, 091","Maroc","NAT","2020X029956",91,"2020X","029","956",2021-08-05,"0180"
"Maroc, NAT, 2021X 006292, 075","Maroc","NAT","2021X006292",75,"2021X","006","292",2021-08-05,"0180"
"Maroc, NAT, 2021X 000473, 02","Maroc","NAT","2021X000473",2,"2021X","000","473",2021-08-05,"0180"
"Maroc, NAT, 2020X 034305, 014","Maroc","NAT","2020X034305",14,"2020X","034","305",2021-08-05,"0180"
"Maroc, NAT, 2021X 303952, 095","Maroc","NAT","2021X303952",95,"2021X","303","952",2021-08-05,"0180"
"Maroc, NAT, 2021X 304104, 092","Maroc","NAT","2021X304104",92,"2021X","304","104",2021-08-05,"0180"
"Algérie, NAT, 2021X 003474, 076","Algérie","NAT","2021X003474",76,"2021X","003","474",2021-08-05,"0180"
"Algérie, NAT, 2021X 000965, 033","Algérie","NAT","2021X000965",33,"2021X","000","965",2021-08-05,"0180"
"Maroc, NAT, 2020X 034250, 092","Maroc","NAT","2020X034250",92,"2020X","034","250",2021-08-05,"0180"
"57070, EFF, 2021X 004552, 057","France","EFF","2021X004552",57,"2021X","004","552",2021-08-05,"0180"
"57070, EFF, 2021X 004552, 057","France","EFF","2021X004552",57,"2021X","004","552",2021-08-05,"0180"
"Maroc, NAT, 2021X 303900, 080","Maroc","NAT","2021X303900",80,"2021X","303","900",2021-08-05,"0180"
"Cameroun, NAT, 2021X 303596, 077","Cameroun","NAT","2021X303596",77,"2021X","303","596",2021-08-05,"0180"
"Egypte, NAT, 2021X 001224, 077","Egypte","NAT","2021X001224",77,"2021X","001","224",2021-08-05,"0180"
"Maroc, NAT, 2021X 303549, 071","Maroc","NAT","2021X303549",71,"2021X","303","549",2021-08-05,"0180"
"Sahara Occidental, NAT, 2020X 032093, 027","Sahara Occidental","NAT","2020X032093",27,"2020X","032","093",2021-08-05,"0180"
"Maroc, NAT, 2021X 001282, 069","Maroc","NAT","2021X001282",69,"2021X","001","282",2021-08-05,"0180"
"Italie, EFF, 2021X 001282, 069","Italie","EFF","2021X001282",69,"2021X","001","282",2021-08-05,"0180"
"Maroc, EFF, 2021X 001282, 069","Maroc","EFF","2021X001282",69,"2021X","001","282",2021-08-05,"0180"
"Turquie, NAT, 2021X 004253, 075","Turquie","NAT","2021X004253",75,"2021X","004","253",2021-08-05,"0180"
"Côte d’Ivoire, EFF, 2021X 006193, 095","Côte d’Ivoire","EFF","2021X006193",95,"2021X","006","193",2021-08-05,"0180"
"95300, EFF, 2021X 006193, 095","France","EFF","2021X006193",95,"2021X","006","193",2021-08-05,"0180"
"95300, EFF, 2021X 006193, 095","France","EFF","2021X006193",95,"2021X","006","193",2021-08-05,"0180"
"Maroc, NAT, 2020X 033672, 092","Maroc","NAT","2020X033672",92,"2020X","033","672",2021-08-05,"0180"
"Cameroun, NAT, 2020X 029993, 093","Cameroun","NAT","2020X029993",93,"2020X","029","993",2021-08-05,"0180"
"Maroc, NAT, 2021X 303957, 013","Maroc","NAT","2021X303957",13,"2021X","303","957",2021-08-05,"0180"
"Cameroun, NAT, 2021X 303344, 094","Cameroun","NAT","2021X303344",94,"2021X","303","344",2021-08-05,"0180"
"Cameroun, NAT, 2021X 303398, 033","Cameroun","NAT","2021X303398",33,"2021X","303","398",2021-08-05,"0180"
"Italie, NAT, 2021X 000250, 021","Italie","NAT","2021X000250",21,"2021X","000","250",2021-08-05,"0180"
"64000, EFF, 2021X 000250, 021","France","EFF","2021X000250",21,"2021X","000","250",2021-08-05,"0180"
"64000, EFF, 2021X 000250, 021","France","EFF","2021X000250",21,"2021X","000","250",2021-08-05,"0180"
"Maroc, NAT, 2021X 302919, 026","Maroc","NAT","2021X302919",26,"2021X","302","919",2021-08-05,"0180"
"Syrie, NAT, 2021X 005938, 092","Syrie","NAT","2021X005938",92,"2021X","005","938",2021-08-05,"0180"
"75020, EFF, 2020X 033775, 028","France","EFF","2020X033775",28,"2020X","033","775",2021-08-05,"0180"
"Sénégal, NAT, 2020X 014784, 063","Sénégal","NAT","2020X014784",63,"2020X","014","784",2021-08-05,"0180"
"Sénégal, NAT, 2021X 005846, 027","Sénégal","NAT","2021X005846",27,"2021X","005","846",2021-08-05,"0180"
"Cameroun, NAT, 2021X 303338, 094","Cameroun","NAT","2021X303338",94,"2021X","303","338",2021-08-05,"0180"
"Maroc, NAT, 2021X 005344, 076","Maroc","NAT","2021X005344",76,"2021X","005","344",2021-08-05,"0180"
"Maroc, NAT, 2021X 005916, 092","Maroc","NAT","2021X005916",92,"2021X","005","916",2021-08-05,"0180"
"Sénégal, NAT, 2021X 303902, 075","Sénégal","NAT","2021X303902",75,"2021X","303","902",2021-08-05,"0180"
"44300, EFF, 2021X 303578, 044","France","EFF","2021X303578",44,"2021X","303","578",2021-08-05,"0180"
"Algérie, NAT, 2021X 303578, 044","Algérie","NAT","2021X303578",44,"2021X","303","578",2021-08-05,"0180"
"44300, EFF, 2021X 303578, 044","France","EFF","2021X303578",44,"2021X","303","578",2021-08-05,"0180"
"44300, EFF, 2021X 303578, 044","France","EFF","2021X303578",44,"2021X","303","578",2021-08-05,"0180"
"Tunisie, NAT, 2021X 003357, 092","Tunisie","NAT","2021X003357",92,"2021X","003","357",2021-08-05,"0180"
"Algérie, REI, 2020X 019909, 068","Algérie","REI","2020X019909",68,"2020X","019","909",2021-08-05,"0180"
"Algérie, NAT, 2021X 303497, 094","Algérie","NAT","2021X303497",94,"2021X","303","497",2021-08-05,"0180"
"Portugal, NAT, 2021X  000556, 069","Portugal","NAT","2021X 000556",69,"2021X"," 00","055",2021-08-05,"0180"
"Maroc, NAT, 2020X 110230, 013","Maroc","NAT","2020X110230",13,"2020X","110","230",2021-08-05,"0180"
"Libye, NAT, 2021X 005666, 094","Libye","NAT","2021X005666",94,"2021X","005","666",2021-08-05,"0180"
"Maroc, NAT, 2021X 006325, 092","Maroc","NAT","2021X006325",92,"2021X","006","325",2021-08-05,"0180"
"République Démocratique du Congo, NAT, 2021X 001231,  045","République Démocratique du Congo","NAT","2021X001231",45,"2021X","001","231",2021-08-05,"0180"
"Guinée, NAT, 2020X 030972, 074","Guinée","NAT","2020X030972",74,"2020X","030","972",2021-08-05,"0180"
"74100, EFF, 2020X 030972, 074","France","EFF","2020X030972",74,"2020X","030","972",2021-08-05,"0180"
"94200, EFF, 2020X 030972, 074","France","EFF","2020X030972",74,"2020X","030","972",2021-08-05,"0180"
"95290, EFF, 2021X 010922, 095","France","EFF","2021X010922",95,"2021X","010","922",2021-08-05,"0180"
"13006, EFF, 2021X 003167, 013","France","EFF","2021X003167",13,"2021X","003","167",2021-08-05,"0180"
"Maroc, NAT, 2021X 000797, 093","Maroc","NAT","2021X000797",93,"2021X","000","797",2021-08-05,"0180"
"Iran, NAT, 2020X 102715, 094","Iran","NAT","2020X102715",94,"2020X","102","715",2021-08-05,"0180"
"République du Congo, NAT, 2021X 303699, 091","République du Congo","NAT","2021X303699",91,"2021X","303","699",2021-08-05,"0180"
"Sri Lanka, NAT, 2020X 109272, 093","Sri Lanka","NAT","2020X109272",93,"2020X","109","272",2021-08-05,"0180"
"Sri Lanka, NAT, 2021X 303687, 045","Sri Lanka","NAT","2021X303687",45,"2021X","303","687",2021-08-05,"0180"
"Etats-Unis, NAT, 2021X 005767, 038","Etats-Unis","NAT","2021X005767",38,"2021X","005","767",2021-08-05,"0180"
"Maroc, NAT, 2021X 004645, 092","Maroc","NAT","2021X004645",92,"2021X","004","645",2021-08-05,"0180"
"Suède, NAT, 2021X 005698, 033","Suède","NAT","2021X005698",33,"2021X","005","698",2021-08-05,"0180"
"République Démocratique du Congo, EFF,  2021X 005346, 038","République Démocratique du Congo","EFF","2021X005346",38,"2021X","005","346",2021-08-05,"0180"
"Russie, NAT, 2021X 001225, 069","Russie","NAT","2021X001225",69,"2021X","001","225",2021-08-05,"0180"
"Algérie, NAT, 2021X 303707, 034","Algérie","NAT","2021X303707",34,"2021X","303","707",2021-08-05,"0180"
"République du Congo, NAT, 2021X  303473, 037","République du Congo","NAT","2021X 303473",37,"2021X"," 30","347",2021-08-05,"0180"
"74370, EFF, 2021X 006133, 074","France","EFF","2021X006133",74,"2021X","006","133",2021-08-05,"0180"
"74370, EFF, 2021X 006133, 074","France","EFF","2021X006133",74,"2021X","006","133",2021-08-05,"0180"
"Kosovo, NAT, 2021X 300245, 068","Kosovo","NAT","2021X300245",68,"2021X","300","245",2021-08-05,"0180"
"Sénégal, NAT, 2021X 010118, 092","Sénégal","NAT","2021X010118",92,"2021X","010","118",2021-08-05,"0180"
"Mali, NAT, 2021X 303428, 075","Mali","NAT","2021X303428",75,"2021X","303","428",2021-08-05,"0180"
"Sénégal, NAT, 2020X 034500, 026","Sénégal","NAT","2020X034500",26,"2020X","034","500",2021-08-05,"0180"
"26030, EFF, 2020X 034500, 026","France","EFF","2020X034500",26,"2020X","034","500",2021-08-05,"0180"
"Algérie, NAT, 2021X 006275, 075","Algérie","NAT","2021X006275",75,"2021X","006","275",2021-08-05,"0180"
"Royaume-Uni, NAT, 2021X 000222,  021","Royaume-Uni","NAT","2021X000222",21,"2021X","000","222",2021-08-05,"0180"
"69500, EFF, 2021X 303263, 069","France","EFF","2021X303263",69,"2021X","303","263",2021-08-05,"0180"
"69500, EFF, 2021X 303263, 069","France","EFF","2021X303263",69,"2021X","303","263",2021-08-05,"0180"
"69310, EFF, 2021X 303263, 069","France","EFF","2021X303263",69,"2021X","303","263",2021-08-05,"0180"
"Russie, NAT, 2021X 303263, 069","Russie","NAT","2021X303263",69,"2021X","303","263",2021-08-05,"0180"
"Arménie, NAT, 2021X 302649, 014","Arménie","NAT","2021X302649",14,"2021X","302","649",2021-08-05,"0180"
"36000, EFF, 2020X 110380, 036","France","EFF","2020X110380",36,"2020X","110","380",2021-08-05,"0180"
"36000, EFF, 2020X 110380, 036","France","EFF","2020X110380",36,"2020X","110","380",2021-08-05,"0180"
"Arménie, NAT, 2020X 028526, 067","Arménie","NAT","2020X028526",67,"2020X","028","526",2021-08-05,"0180"
"36000, EFF, 2020X 110380, 036","France","EFF","2020X110380",36,"2020X","110","380",2021-08-05,"0180"
"Egypte, NAT, 2021X 000150, 093","Egypte","NAT","2021X000150",93,"2021X","000","150",2021-08-05,"0180"
"Algérie, REI, 2021X 001262, 028","Algérie","REI","2021X001262",28,"2021X","001","262",2021-08-05,"0180"
"Syrie, NAT, 2020X 010052, 091","Syrie","NAT","2020X010052",91,"2020X","010","052",2021-08-05,"0180"
"Arménie, NAT, 2020X 109266, 026","Arménie","NAT","2020X109266",26,"2020X","109","266",2021-08-05,"0180"
"Roumanie, NAT, 2021X 006283, 075","Roumanie","NAT","2021X006283",75,"2021X","006","283",2021-08-05,"0180"
"69002, REI, 2021X 004968, 069","France","REI","2021X004968",69,"2021X","004","968",2021-08-05,"0180"
"Tunisie, NAT, 2021X 304050, 094","Tunisie","NAT","2021X304050",94,"2021X","304","050",2021-08-05,"0180"
"Afghanistan, NAT, 2020X 028744, 069","Afghanistan","NAT","2020X028744",69,"2020X","028","744",2021-08-05,"0180"
"Ukraine, NAT, 2020X 110339, 084","Ukraine","NAT","2020X110339",84,"2020X","110","339",2021-08-05,"0180"
"Venezuela, NAT, 2021X  004597, 092","Venezuela","NAT","2021X 004597",92,"2021X"," 00","459",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 000587, 077","Côte d’Ivoire","NAT","2021X000587",77,"2021X","000","587",2021-08-05,"0180"
"Géorgie, NAT, 2021X 302924, 006","Géorgie","NAT","2021X302924",6,"2021X","302","924",2021-08-05,"0180"
"Turquie, NAT, 2020X 033989, 035","Turquie","NAT","2020X033989",35,"2020X","033","989",2021-08-05,"0180"
"91010, EFF, 2020X 031834, 091","France","EFF","2020X031834",91,"2020X","031","834",2021-08-05,"0180"
"Gambie, NAT, 2020X 032230, 013","Gambie","NAT","2020X032230",13,"2020X","032","230",2021-08-05,"0180"
"Moldavie, NAT, 2020X 007859, 027","Moldavie","NAT","2020X007859",27,"2020X","007","859",2021-08-05,"0180"
"82000, NAT, 2021X 000304, 071","France","NAT","2021X000304",71,"2021X","000","304",2021-08-05,"0180"
"Portugal, NAT, 2021X 006853, 075","Portugal","NAT","2021X006853",75,"2021X","006","853",2021-08-05,"0180"
"Espagne, NAT, 2021X 007270, 057","Espagne","NAT","2021X007270",57,"2021X","007","270",2021-08-05,"0180"
"57070, EFF, 2021X 303897, 057","France","EFF","2021X303897",57,"2021X","303","897",2021-08-05,"0180"
"57070, EFF, 2021X 303897, 057","France","EFF","2021X303897",57,"2021X","303","897",2021-08-05,"0180"
"57245, EFF, 2021X 303897, 057","France","EFF","2021X303897",57,"2021X","303","897",2021-08-05,"0180"
"Mali, NAT, 2021X 003957, 095","Mali","NAT","2021X003957",95,"2021X","003","957",2021-08-05,"0180"
"Bénin, NAT, 2021X 005608, 094","Bénin","NAT","2021X005608",94,"2021X","005","608",2021-08-05,"0180"
"Kirghizistan, NAT, 2021X 303981, 084","Kirghizistan","NAT","2021X303981",84,"2021X","303","981",2021-08-05,"0180"
"Italie, NAT, 2021X 006226, 075","Italie","NAT","2021X006226",75,"2021X","006","226",2021-08-05,"0180"
"Algérie, NAT, 2021X 303433, 036","Algérie","NAT","2021X303433",36,"2021X","303","433",2021-08-05,"0180"
"Maroc, NAT, 2021X 303325, 047","Maroc","NAT","2021X303325",47,"2021X","303","325",2021-08-05,"0180"
"47020, EFF, 2021X 303325, 047","France","EFF","2021X303325",47,"2021X","303","325",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 302585, 010","Côte d’Ivoire","NAT","2021X302585",10,"2021X","302","585",2021-08-05,"0180"
"Maroc, NAT, 2021X 303953, 095","Maroc","NAT","2021X303953",95,"2021X","303","953",2021-08-05,"0180"
"Algérie, NAT, 2021X 303820, 075","Algérie","NAT","2021X303820",75,"2021X","303","820",2021-08-05,"0180"
"Tunisie, NAT, 2021X 004628, 092","Tunisie","NAT","2021X004628",92,"2021X","004","628",2021-08-05,"0180"
"33500, EFF, 2021X 302451, 033","France","EFF","2021X302451",33,"2021X","302","451",2021-08-05,"0180"
"Mauritanie, NAT, 2021X 000776, 077","Mauritanie","NAT","2021X000776",77,"2021X","000","776",2021-08-05,"0180"
"Cameroun, NAT, 2021X 003986, 094","Cameroun","NAT","2021X003986",94,"2021X","003","986",2021-08-05,"0180"
"58000, EFF, 2021X 303716, 058","France","EFF","2021X303716",58,"2021X","303","716",2021-08-05,"0180"
"Guinée, NAT, 2021X 303716, 058","Guinée","NAT","2021X303716",58,"2021X","303","716",2021-08-05,"0180"
"95600, EFF, 2020X 109248, 095","France","EFF","2020X109248",95,"2020X","109","248",2021-08-05,"0180"
"Espagne, NAT, 2021X 303538, 075","Espagne","NAT","2021X303538",75,"2021X","303","538",2021-08-05,"0180"
"Inde, NAT, 2021X 002766, 092","Inde","NAT","2021X002766",92,"2021X","002","766",2021-08-05,"0180"
"75116, EFF, 2020X 030352, 075","France","EFF","2020X030352",75,"2020X","030","352",2021-08-05,"0180"
"Turkménistan, NAT, 2020X 030352, 075","Turkménistan","NAT","2020X030352",75,"2020X","030","352",2021-08-05,"0180"
"Russie, EFF, 2020X 030352, 075","Russie","EFF","2020X030352",75,"2020X","030","352",2021-08-05,"0180"
"Allemagne, NAT, 2020X 016085, 060","Allemagne","NAT","2020X016085",60,"2020X","016","085",2021-08-05,"0180"
"Maroc, NAT, 2021X 005220, 075","Maroc","NAT","2021X005220",75,"2021X","005","220",2021-08-05,"0180"
"Liban, NAT, 2021X 005255, 075","Liban","NAT","2021X005255",75,"2021X","005","255",2021-08-05,"0180"
"92300, EFF, 2021X 003590, 092","France","EFF","2021X003590",92,"2021X","003","590",2021-08-05,"0180"
"93700, EFF, 2020X 032661, 093","France","EFF","2020X032661",93,"2020X","032","661",2021-08-05,"0180"
"92300, EFF, 2021X 003590, 092","France","EFF","2021X003590",92,"2021X","003","590",2021-08-05,"0180"
"Liban, NAT, 2021X 009225, 031","Liban","NAT","2021X009225",31,"2021X","009","225",2021-08-05,"0180"
"Tunisie, NAT, 2021X 003590, 092","Tunisie","NAT","2021X003590",92,"2021X","003","590",2021-08-05,"0180"
"Algérie, NAT, 2020X 014916, 033","Algérie","NAT","2020X014916",33,"2020X","014","916",2021-08-05,"0180"
"Algérie, NAT, 2021X 303826, 075","Algérie","NAT","2021X303826",75,"2021X","303","826",2021-08-05,"0180"
"Algérie, NAT, 2021X 006073, 095","Algérie","NAT","2021X006073",95,"2021X","006","073",2021-08-05,"0180"
"Iran, NAT, 2020X 029272, 092","Iran","NAT","2020X029272",92,"2020X","029","272",2021-08-05,"0180"
"Tunisie, NAT, 2020X 034316, 092","Tunisie","NAT","2020X034316",92,"2020X","034","316",2021-08-05,"0180"
"Arménie, NAT, 2020X 112769, 051","Arménie","NAT","2020X112769",51,"2020X","112","769",2021-08-05,"0180"
"Maroc, NAT, 2021X 005850, 092","Maroc","NAT","2021X005850",92,"2021X","005","850",2021-08-05,"0180"
"Algérie, NAT, 2021X 303347, 094","Algérie","NAT","2021X303347",94,"2021X","303","347",2021-08-05,"0180"
"Comores, NAT, 2021X 005354, 075","Comores","NAT","2021X005354",75,"2021X","005","354",2021-08-05,"0180"
"Liban, NAT, 2021X 000140, 014","Liban","NAT","2021X000140",14,"2021X","000","140",2021-08-05,"0180"
"Algérie, NAT, 2020X 021700, 013","Algérie","NAT","2020X021700",13,"2020X","021","700",2021-08-05,"0180"
"Maroc, NAT, 2021X 004821, 075","Maroc","NAT","2021X004821",75,"2021X","004","821",2021-08-05,"0180"
"Tunisie, NAT, 2021X 005864, 094","Tunisie","NAT","2021X005864",94,"2021X","005","864",2021-08-05,"0180"
"69310, EFF, 2020X 025163, 069","France","EFF","2020X025163",69,"2020X","025","163",2021-08-05,"0180"
"69310, EFF, 2020X 025163, 069","France","EFF","2020X025163",69,"2020X","025","163",2021-08-05,"0180"
"69310, EFF, 2020X 025163, 069","France","EFF","2020X025163",69,"2020X","025","163",2021-08-05,"0180"
"Tunisie, NAT, 2020X 025163, 069","Tunisie","NAT","2020X025163",69,"2020X","025","163",2021-08-05,"0180"
"Maroc, NAT, 2021X 302978, 031","Maroc","NAT","2021X302978",31,"2021X","302","978",2021-08-05,"0180"
"Tunisie, NAT, 2021X 003591, 092","Tunisie","NAT","2021X003591",92,"2021X","003","591",2021-08-05,"0180"
"Syrie, NAT, 2021X 001384, 054","Syrie","NAT","2021X001384",54,"2021X","001","384",2021-08-05,"0180"
"Comores, REI, 2020X 026733, 013","Comores","REI","2020X026733",13,"2020X","026","733",2021-08-05,"0180"
"Algérie, NAT, 2021X 304032, 094","Algérie","NAT","2021X304032",94,"2021X","304","032",2021-08-05,"0180"
"Maroc, EFF, 2021X 304114, 045","Maroc","EFF","2021X304114",45,"2021X","304","114",2021-08-05,"0180"
"Maroc, NAT, 2021X 304114, 045","Maroc","NAT","2021X304114",45,"2021X","304","114",2021-08-05,"0180"
"Tunisie, NAT, 2021X 304033, 094","Tunisie","NAT","2021X304033",94,"2021X","304","033",2021-08-05,"0180"
"Algérie, NAT, 2021X 301098, 075","Algérie","NAT","2021X301098",75,"2021X","301","098",2021-08-05,"0180"
"Kosovo, NAT, 2021X 303082, 068","Kosovo","NAT","2021X303082",68,"2021X","303","082",2021-08-05,"0180"
"Kosovo, EFF, 2021X 303082, 068","Kosovo","EFF","2021X303082",68,"2021X","303","082",2021-08-05,"0180"
"Royaume-Uni, NAT, 2020X 032329, 001","Royaume-Uni","NAT","2020X032329",1,"2020X","032","329",2021-08-05,"0180"
"Tunisie, NAT, 2021X 000483, 092","Tunisie","NAT","2021X000483",92,"2021X","000","483",2021-08-05,"0180"
"34090, EFF, 2021X 303707, 034","France","EFF","2021X303707",34,"2021X","303","707",2021-08-05,"0180"
"Tunisie, NAT, 2021X 006412, 092","Tunisie","NAT","2021X006412",92,"2021X","006","412",2021-08-05,"0180"
"Algérie, NAT, 2019X 035227, 092","Algérie","NAT","2019X035227",92,"2019X","035","227",2021-08-05,"0180"
"92700, EFF, 2019X 035227, 092","France","EFF","2019X035227",92,"2019X","035","227",2021-08-05,"0180"
"92700, EFF, 2019X 035227, 092","France","EFF","2019X035227",92,"2019X","035","227",2021-08-05,"0180"
"Tunisie, NAT, 2021X 006429, 092","Tunisie","NAT","2021X006429",92,"2021X","006","429",2021-08-05,"0180"
"Espagne, EFF, 2021X 008475, 99","Espagne","EFF","2021X008475",99,"2021X","008","475",2021-08-05,"0180"
"Espagne, EFF, 2021X 008475, 99","Espagne","EFF","2021X008475",99,"2021X","008","475",2021-08-05,"0180"
"92200, NAT, 2021X 008475, 99","France","NAT","2021X008475",99,"2021X","008","475",2021-08-05,"0180"
"Cameroun, NAT, 2020X 033775, 028","Cameroun","NAT","2020X033775",28,"2020X","033","775",2021-08-05,"0180"
"Royaume-Uni, NAT, 2021X 005013, 038","Royaume-Uni","NAT","2021X005013",38,"2021X","005","013",2021-08-05,"0180"
"Soudan, NAT, 2021X 302588, 044","Soudan","NAT","2021X302588",44,"2021X","302","588",2021-08-05,"0180"
"Maroc, NAT, 2020X 113345, 059","Maroc","NAT","2020X113345",59,"2020X","113","345",2021-08-05,"0180"
"91080, EFF, 2020X 035227, 091","France","EFF","2020X035227",91,"2020X","035","227",2021-08-05,"0180"
"Allemagne, NAT, 2020X 026346, 093","Allemagne","NAT","2020X026346",93,"2020X","026","346",2021-08-05,"0180"
"Bénin, NAT, 2021X 303691, 028","Bénin","NAT","2021X303691",28,"2021X","303","691",2021-08-05,"0180"
"Algérie, REI, 2021X 302167, 028","Algérie","REI","2021X302167",28,"2021X","302","167",2021-08-05,"0180"
"Algérie, NAT, 2021X 302333, 094","Algérie","NAT","2021X302333",94,"2021X","302","333",2021-08-05,"0180"
"Maroc, NAT, 2021X 006144, 027","Maroc","NAT","2021X006144",27,"2021X","006","144",2021-08-05,"0180"
"14000, EFF, 2021X 302649, 014","France","EFF","2021X302649",14,"2021X","302","649",2021-08-05,"0180"
