"","original","country","type","idREZE","department","apYear","apSerie","apID","date","journal","filename","processDate"
"2831","Cameroun, NAT, 2020X 014666, 069","Cameroun","NAT","2020X014666","069","2020","014","666","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2832","69310, EFF, 2020X 014666, 069","France","EFF","2020X014666","069","2020","014","666","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2833","Haïti, NAT, 2021X 302533, 091","Haïti","NAT","2021X302533","091","2021","302","533","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2834","Royaume-Uni, NAT, 2020X 034052, 092","Royaume-Uni","NAT","2020X034052","092","2020","034","052","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2835","Equateur, NAT, 2021X 004114, 031","Equateur","NAT","2021X004114","031","2021","004","114","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2836","59800, EFF, 2020X 110482,  077","France","EFF","2020X110482","077","2020","110","482","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2837","République du Congo, NAT, 2020X  110482, 077","République du Congo","NAT","2020X110482","077","2020","110","482","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2838","Portugal, NAT, 2021X 004120, 031","Portugal","NAT","2021X004120","031","2021","004","120","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2839","Kosovo, NAT, 2020X 033424, 068","Kosovo","NAT","2020X033424","068","2020","033","424","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2840","69008, EFF, 2020X 027930, 069","France","EFF","2020X027930","069","2020","027","930","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2841","Arménie, EFF, 2020X 027930, 069","Arménie","EFF","2020X027930","069","2020","027","930","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2842","Ukraine, NAT, 2021X 003392, 075","Ukraine","NAT","2021X003392","075","2021","003","392","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2843","Russie, NAT, 2020X 029850, 089","Russie","NAT","2020X029850","089","2020","029","850","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2844","Roumanie, NAT, 2020X 029468, 093","Roumanie","NAT","2020X029468","093","2020","029","468","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2845","Roumanie, NAT, 2020X 033250, 092","Roumanie","NAT","2020X033250","092","2020","033","250","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2846","Turquie, NAT, 2020X 030966, 049","Turquie","NAT","2020X030966","049","2020","030","966","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2847","Bénin, NAT, 2020X 028194, 059","Bénin","NAT","2020X028194","059","2020","028","194","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2848","Espagne, NAT, 2020X 030984, 084","Espagne","NAT","2020X030984","084","2020","030","984","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2849","Madagascar, NAT, 2021X  302768, 031","Madagascar","NAT","2021X302768","031","2021","302","768","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2850","Cameroun, NAT, 2021X 001220, 001","Cameroun","NAT","2021X001220","001","2021","001","220","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2851","Maroc, NAT, 2021X 003130, 075","Maroc","NAT","2021X003130","075","2021","003","130","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2852","86020, EFF, 2021X 302616, 086","France","EFF","2021X302616","086","2021","302","616","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2853","Irak, NAT, 2021X 302616, 086","Irak","NAT","2021X302616","086","2021","302","616","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2854","Irak, EFF, 2021X 302616, 086","Irak","EFF","2021X302616","086","2021","302","616","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2855","Afghanistan, NAT, 2020X 033273, 069","Afghanistan","NAT","2020X033273","069","2020","033","273","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2856","Chine, NAT, 2021X 004054, 076","Chine","NAT","2021X004054","076","2021","004","054","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2857","Colombie, NAT, 2020X 033532,  092","Colombie","NAT","2020X033532","092","2020","033","532","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2858","Bangladesh, NAT, 2020X 033279,  044","Bangladesh","NAT","2020X033279","044","2020","033","279","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2859","Maroc, NAT, 2020X 021003, 072","Maroc","NAT","2020X021003","072","2020","021","003","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2860","Liban, NAT, 2020X 033663, 092","Liban","NAT","2020X033663","092","2020","033","663","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2861","93300, NAT, 2021X 009755, 094","France","NAT","2021X009755","094","2021","009","755","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2862","Algérie, NAT, 2021X 003719, 075","Algérie","NAT","2021X003719","075","2021","003","719","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2863","31500, EFF, 2021X 003150, 031","France","EFF","2021X003150","031","2021","003","150","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2864","Bangladesh, EFF, 2021X 003150, 031","Bangladesh","EFF","2021X003150","031","2021","003","150","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2865","Bangladesh, NAT, 2021X 003150, 031","Bangladesh","NAT","2021X003150","031","2021","003","150","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2866","Tunisie, NAT, 2020X 033564, 014","Tunisie","NAT","2020X033564","014","2020","033","564","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2867","14000, EFF, 2020X 033564, 014","France","EFF","2020X033564","014","2020","033","564","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2868","Maroc, NAT, 2021X 003764, 075","Maroc","NAT","2021X003764","075","2021","003","764","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2869","Madagascar, NAT, 2020X 024018,  034","Madagascar","NAT","2020X024018","034","2020","024","018","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2870","Madagascar, NAT, 2020X 033508,  091","Madagascar","NAT","2020X033508","091","2020","033","508","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2871","Côte d’Ivoire, NAT, 2020X 031614, 092","Côte d’Ivoire","NAT","2020X031614","092","2020","031","614","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2872","92000, EFF, 2020X 031614, 092","France","EFF","2020X031614","092","2020","031","614","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2873","Madagascar, NAT, 2021X 003405, 031","Madagascar","NAT","2021X003405","031","2021","003","405","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2874","Madagascar, NAT, 2020X 030904,  013","Madagascar","NAT","2020X030904","013","2020","030","904","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2875","Maroc, NAT, 2020X 029464, 093","Maroc","NAT","2020X029464","093","2020","029","464","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2876","Côte d’Ivoire, NAT, 2021X 303007, 079","Côte d’Ivoire","NAT","2021X303007","079","2021","303","007","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2877","Algérie, REI, 2020X 031482, 038","Algérie","REI","2020X031482","038","2020","031","482","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2878","Maroc, NAT, 2021X 303066, 044","Maroc","NAT","2021X303066","044","2021","303","066","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2879","Madagascar, NAT, 2020X 029541,  077","Madagascar","NAT","2020X029541","077","2020","029","541","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2880","Royaume-Uni, NAT, 2020X 030419, 011","Royaume-Uni","NAT","2020X030419","011","2020","030","419","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2881","Tunisie, NAT, 2021X 303036, 062","Tunisie","NAT","2021X303036","062","2021","303","036","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2882","Maroc, NAT, 2021X 004221, 095","Maroc","NAT","2021X004221","095","2021","004","221","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2883","Madagascar, NAT, 2021X 003216, 031","Madagascar","NAT","2021X003216","031","2021","003","216","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2884","Madagascar, NAT, 2020X 029775,  029","Madagascar","NAT","2020X029775","029","2020","029","775","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2885","70000, EFF, 2021X 302510,  070","France","EFF","2021X302510","070","2021","302","510","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2886","Madagascar, EFF, 2021X 302510,  070","Madagascar","EFF","2021X302510","070","2021","302","510","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2887","Madagascar, NAT, 2021X  302510, 070","Madagascar","NAT","2021X302510","070","2021","302","510","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2888","Madagascar, NAT, 2020X 028618,  045","Madagascar","NAT","2020X028618","045","2020","028","618","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2889","Allemagne, NAT, 2021X 003572, 075","Allemagne","NAT","2021X003572","075","2021","003","572","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2890","Argentine, NAT, 2020X 024605,  093","Argentine","NAT","2020X024605","093","2020","024","605","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2891","Espagne, NAT, 2021X 003873, 075","Espagne","NAT","2021X003873","075","2021","003","873","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2892","Brésil, NAT, 2021X 302972,  068","Brésil","NAT","2021X302972","068","2021","302","972","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2893","Algérie, NAT, 2020X 027501, 059","Algérie","NAT","2020X027501","059","2020","027","501","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2894","Chine, NAT, 2020X  033283, 094","Chine","NAT","2020X033283","094","2020","033","283","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2895","Algérie, NAT, 2021X 003883, 094","Algérie","NAT","2021X003883","094","2021","003","883","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2896","Colombie, NAT, 2021X 003871, 075","Colombie","NAT","2021X003871","075","2021","003","871","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2897","Espagne, NAT, 2021X 003384, 075","Espagne","NAT","2021X003384","075","2021","003","384","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2898","Pologne, NAT, 2021X 003462, 031","Pologne","NAT","2021X003462","031","2021","003","462","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2899","66100, EFF, 2020X 033405, 066","France","EFF","2020X033405","066","2020","033","405","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2900","Royaume-Uni, NAT, 2020X 033405, 066","Royaume-Uni","NAT","2020X033405","066","2020","033","405","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2901","Ukraine, NAT, 2021X 003125, 075","Ukraine","NAT","2021X003125","075","2021","003","125","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2902","Ukraine, NAT, 2021X 003563, 075","Ukraine","NAT","2021X003563","075","2021","003","563","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2903","Maroc, NAT, 2021X 002858, 075","Maroc","NAT","2021X002858","075","2021","002","858","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2904","Maurice, NAT, 2020X 031844, 091","Maurice","NAT","2020X031844","091","2020","031","844","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2905","Maurice, NAT, 2020X 031845, 091","Maurice","NAT","2020X031845","091","2020","031","845","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2906","Algérie, NAT, 2021X 003558, 075","Algérie","NAT","2021X003558","075","2021","003","558","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2907","84140, EFF, 2020X 033344, 084","France","EFF","2020X033344","084","2020","033","344","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2908","Maroc, NAT, 2020X 033344, 084","Maroc","NAT","2020X033344","084","2020","033","344","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2909","Tunisie, NAT, 2021X 301331, 092","Tunisie","NAT","2021X301331","092","2021","301","331","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2910","Bangladesh, NAT, 2020X 028777, 093","Bangladesh","NAT","2020X028777","093","2020","028","777","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2911","Royaume-Uni, NAT, 2021X 004187, 078","Royaume-Uni","NAT","2021X004187","078","2021","004","187","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2912","Royaume-Uni, NAT, 2020X 033549, 034","Royaume-Uni","NAT","2020X033549","034","2020","033","549","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2913","Ukraine, NAT, 2021X 302754, 031","Ukraine","NAT","2021X302754","031","2021","302","754","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2914","Royaume-Uni, NAT, 2020X 031722, 034","Royaume-Uni","NAT","2020X031722","034","2020","031","722","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2915","Liban, NAT, 2021X 301249, 065","Liban","NAT","2021X301249","065","2021","301","249","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2916","Maroc, NAT, 2021X 003878, 094","Maroc","NAT","2021X003878","094","2021","003","878","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2917","Maroc, NAT, 2020X 027926, 092","Maroc","NAT","2020X027926","092","2020","027","926","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2918","Algérie, NAT, 2020X 029274, 092","Algérie","NAT","2020X029274","092","2020","029","274","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2919","Maroc, NAT, 2021X 000047, 092","Maroc","NAT","2021X000047","092","2021","000","047","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2920","Maroc, NAT, 2021X 003565, 075","Maroc","NAT","2021X003565","075","2021","003","565","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2921","Tunisie, NAT, 2021X 003516, 075","Tunisie","NAT","2021X003516","075","2021","003","516","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2922","Maroc, NAT, 2020X 106410, 031","Maroc","NAT","2020X106410","031","2020","106","410","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2923","Pologne, NAT, 2020X 029032,  013","Pologne","NAT","2020X029032","013","2020","029","032","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2924","Liban, NAT, 2020X 030624, 059","Liban","NAT","2020X030624","059","2020","030","624","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2925","Arménie, NAT, 2020X 108603, 013","Arménie","NAT","2020X108603","013","2020","108","603","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2926","Syrie, NAT, 2020X 033325, 013","Syrie","NAT","2020X033325","013","2020","033","325","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2927","Algérie, NAT, 2021X 001111, 094","Algérie","NAT","2021X001111","094","2021","001","111","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2928","Comores, NAT, 2021X 303109, 049","Comores","NAT","2021X303109","049","2021","303","109","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2929","Algérie, NAT, 2021X 003890, 094","Algérie","NAT","2021X003890","094","2021","003","890","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2930","Tunisie, EFF, 2020X 020116, 067","Tunisie","EFF","2020X020116","067","2020","020","116","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2931","94200, EFF, 2020X 020116, 067","France","EFF","2020X020116","067","2020","020","116","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2932","Côte d’Ivoire, NAT, 2021X 303004, 086","Côte d’Ivoire","NAT","2021X303004","086","2021","303","004","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2933","Maroc, NAT, 2021X 003701, 095","Maroc","NAT","2021X003701","095","2021","003","701","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2934","Brésil, NAT, 2021X 003270, 031","Brésil","NAT","2021X003270","031","2021","003","270","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2935","Maroc, NAT, 2020X 033173, 092","Maroc","NAT","2020X033173","092","2020","033","173","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2936","Niger, NAT, 2020X 027651, 093","Niger","NAT","2020X027651","093","2020","027","651","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2937","Royaume-Uni, NAT, 2020X 029791, 029","Royaume-Uni","NAT","2020X029791","029","2020","029","791","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2938","Sénégal, NAT, 2020X 030335, 091","Sénégal","NAT","2020X030335","091","2020","030","335","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2939","Sénégal, NAT, 2021X 003480, 031","Sénégal","NAT","2021X003480","031","2021","003","480","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2940","Maroc, NAT, 2020X 026183, 091","Maroc","NAT","2020X026183","091","2020","026","183","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2941","Tunisie, NAT, 2020X 027093, 013","Tunisie","NAT","2020X027093","013","2020","027","093","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2942","Cap-Vert, NAT, 2021X  302157, 091","Cap-Vert","NAT","2021X302157","091","2021","302","157","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2943","92200, EFF, 2020X 030380, 092","France","EFF","2020X030380","092","2020","030","380","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2944","Venezuela, NAT, 2020X 030380, 092","Venezuela","NAT","2020X030380","092","2020","030","380","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2945","94190, EFF, 2020X  025104, 091","France","EFF","2020X025104","091","2020","025","104","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2946","Haïti, NAT, 2020X 033045, 093","Haïti","NAT","2020X033045","093","2020","033","045","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2947","92700, EFF, 2020X 029651, 091","France","EFF","2020X029651","091","2020","029","651","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2948","92210, EFF, 2020X 029651, 091","France","EFF","2020X029651","091","2020","029","651","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2949","Pérou, NAT, 2020X 031564,  092","Pérou","NAT","2020X031564","092","2020","031","564","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2950","Brésil, NAT, 2020X 033376,  075","Brésil","NAT","2020X033376","075","2020","033","376","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2951","Togo, NAT, 2021X 004222, 078","Togo","NAT","2021X004222","078","2021","004","222","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2952","Algérie, NAT, 2021X 001785, 092","Algérie","NAT","2021X001785","092","2021","001","785","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2953","Géorgie, NAT, 2020X 031721, 011","Géorgie","NAT","2020X031721","011","2020","031","721","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2954","Maroc, NAT, 2020X 034124, 031","Maroc","NAT","2020X034124","031","2020","034","124","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2955","Tunisie, NAT, 2020X 031742, 092","Tunisie","NAT","2020X031742","092","2020","031","742","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2956","Maroc, NAT, 2020X 029697, 091","Maroc","NAT","2020X029697","091","2020","029","697","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2957","Tunisie, NAT, 2020X 031571, 092","Tunisie","NAT","2020X031571","092","2020","031","571","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2958","Maroc, NAT, 2021X 003555, 075","Maroc","NAT","2021X003555","075","2021","003","555","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2959","56100, EFF, 2020X 033474, 056","France","EFF","2020X033474","056","2020","033","474","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2960","Algérie, NAT, 2020X 033474, 056","Algérie","NAT","2020X033474","056","2020","033","474","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2961","Kosovo, NAT, 2020X 033964, 005","Kosovo","NAT","2020X033964","005","2020","033","964","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2962","05000, EFF, 2020X 033964, 005","France","EFF","2020X033964","005","2020","033","964","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2963","Ceylan, NAT, 2018X 017102, 075","Ceylan","NAT","2018X017102","075","2018","017","102","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2964","Cap-Vert, NAT, 2020X 019765,  078","Cap-Vert","NAT","2020X019765","078","2020","019","765","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2965","Sénégal, NAT, 2020X 023439, 092","Sénégal","NAT","2020X023439","092","2020","023","439","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2966","Maroc, NAT, 2020X 033669, 092","Maroc","NAT","2020X033669","092","2020","033","669","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2967","Algérie, NAT, 2021X 302779, 075","Algérie","NAT","2021X302779","075","2021","302","779","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2968","Cameroun, NAT, 2020X 112101, 060","Cameroun","NAT","2020X112101","060","2020","112","101","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2969","Côte d’Ivoire, EFF, 2021X  302695, 079","Côte d’Ivoire","EFF","2021X302695","079","2021","302","695","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2970","Côte d’Ivoire, NAT, 2021X 302695, 079","Côte d’Ivoire","NAT","2021X302695","079","2021","302","695","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2971","Turquie, NAT, 2020X 031753, 074","Turquie","NAT","2020X031753","074","2020","031","753","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2972","Liban, NAT, 2021X 003805, 075","Liban","NAT","2021X003805","075","2021","003","805","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2973","Royaume-Uni, NAT, 2021X 003310, 046","Royaume-Uni","NAT","2021X003310","046","2021","003","310","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2974","Royaume-Uni, EFF, 2021X 003310,  046","Royaume-Uni","EFF","2021X003310","046","2021","003","310","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2975","Royaume-Uni, EFF, 2021X  003310, 046","Royaume-Uni","EFF","2021X003310","046","2021","003","310","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2976","Irak, EFF, 2021X 302791, 029","Irak","EFF","2021X302791","029","2021","302","791","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2977","Irak, NAT, 2021X 302791, 029","Irak","NAT","2021X302791","029","2021","302","791","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2978","Biélorussie, NAT, 2020X 030381, 092","Biélorussie","NAT","2020X030381","092","2020","030","381","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2979","Russie, NAT, 2020X 030834, 044","Russie","NAT","2020X030834","044","2020","030","834","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2980","Algérie, NAT, 2021X 302751, 095","Algérie","NAT","2021X302751","095","2021","302","751","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2981","77600, EFF, 2020X 029539, 077","France","EFF","2020X029539","077","2020","029","539","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
"2982","Tunisie, NAT, 2020X 029539, 077","Tunisie","NAT","2020X029539","077","2020","029","539","20210729","0174","joe_20210729_0174_c000.pdf","Wed Aug 18 12:17:41 2021"
