"","original","country","type","idREZE","department","apYear","apSerie","apID","date","journal","filename","processDate"
"1","Maroc, NAT, 2021X 006299, 085","Maroc","NAT","2021X006299","085","2021","006","299","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"2","Djibouti, NAT, 2020X 026450, 013","Djibouti","NAT","2020X026450","013","2020","026","450","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"3","Comores, REI, 2021X 002226, 013","Comores","REI","2021X002226","013","2021","002","226","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"4","Syrie, NAT, 2021X 006041, 092","Syrie","NAT","2021X006041","092","2021","006","041","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"5","Algérie, NAT, 2021X 006847, 076","Algérie","NAT","2021X006847","076","2021","006","847","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"6","Liban, NAT, 2021X 007040, 075","Liban","NAT","2021X007040","075","2021","007","040","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"7","Tunisie, NAT, 2021X 304301, 972","Tunisie","NAT","2021X304301","972","2021","304","301","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"8","Russie, NAT, 2021X 005331, 054","Russie","NAT","2021X005331","054","2021","005","331","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"9","Liban, NAT, 2021X 005286, 075","Liban","NAT","2021X005286","075","2021","005","286","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"10","67200, EFF, 2021X 303747, 067","France","EFF","2021X303747","067","2021","303","747","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"11","Emirats arabes unis, NAT, 2021X 303747, 067","Emirats arabes unis","NAT","2021X303747","067","2021","303","747","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"12","Syrie, NAT, 2021X 005218, 075","Syrie","NAT","2021X005218","075","2021","005","218","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"13","89100, EFF, 2021X 303992, 089","France","EFF","2021X303992","089","2021","303","992","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"14","45300, EFF, 2020X 031400, 045","France","EFF","2020X031400","045","2020","031","400","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"17","Maroc, NAT, 2021X 005999, 092","Maroc","NAT","2021X005999","092","2021","005","999","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"18","Haïti, NAT, 2021X 005530, 094","Haïti","NAT","2021X005530","094","2021","005","530","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"19","Italie, NAT, 2021X 005577, 075","Italie","NAT","2021X005577","075","2021","005","577","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"20","Maroc, NAT, 2021X 005834, 027","Maroc","NAT","2021X005834","027","2021","005","834","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"21","Tunisie, NAT, 2021X 304205, 092","Tunisie","NAT","2021X304205","092","2021","304","205","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"22","Maroc, NAT, 2021X 304360, 069","Maroc","NAT","2021X304360","069","2021","304","360","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"23","Pérou, NAT, 2021X 004630, 092","Pérou","NAT","2021X004630","092","2021","004","630","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"24","Soudan, NAT, 2021X 304339, 006","Soudan","NAT","2021X304339","006","2021","304","339","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"25","Soudan, NAT, 2021X 303749, 006","Soudan","NAT","2021X303749","006","2021","303","749","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"26","Bénin, NAT, 2021X 301810, 063","Bénin","NAT","2021X301810","063","2021","301","810","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"27","Maroc, NAT, 2021X 000492, 058","Maroc","NAT","2021X000492","058","2021","000","492","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"28","58000, EFF, 2021X 000492, 058","France","EFF","2021X000492","058","2021","000","492","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"29","74160, EFF, 2020X 109761, 074","France","EFF","2020X109761","074","2020","109","761","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"32","Maroc, NAT, 2021X 006652, 078","Maroc","NAT","2021X006652","078","2021","006","652","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"33","Togo, NAT, 2020X 035200, 093","Togo","NAT","2020X035200","093","2020","035","200","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"34","Côte d’Ivoire, NAT, 2021X  303877, 094","Côte d’Ivoire","NAT","2021X303877","094","2021","303","877","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"35","Maroc, NAT, 2021X 006442, 092","Maroc","NAT","2021X006442","092","2021","006","442","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"36","Comores, NAT, 2021X 303300, 072","Comores","NAT","2021X303300","072","2021","303","300","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"37","Comores, NAT, 2021X 001275, 976","Comores","NAT","2021X001275","976","2021","001","275","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"38","Maroc, NAT, 2020X 031400, 045","Maroc","NAT","2020X031400","045","2020","031","400","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"39","Pakistan, NAT, 2021X 006654, 078","Pakistan","NAT","2021X006654","078","2021","006","654","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"40","Kosovo, NAT, 2021X 005516, 027","Kosovo","NAT","2021X005516","027","2021","005","516","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"41","Algérie, NAT, 2021X 100373, 076","Algérie","NAT","2021X100373","076","2021","100","373","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"42","Maroc, NAT, 2021X 304206, 092","Maroc","NAT","2021X304206","092","2021","304","206","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"43","95120, EFF, 2021X 004805, 095","France","EFF","2021X004805","095","2021","004","805","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"45","Pakistan, NAT, 2021X 004805, 095","Pakistan","NAT","2021X004805","095","2021","004","805","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"47","Côte d’Ivoire, NAT, 2021X  008922, 092","Côte d’Ivoire","NAT","2021X008922","092","2021","008","922","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"48","Côte d’Ivoire, EFF, 2021X  008922, 092","Côte d’Ivoire","EFF","2021X008922","092","2021","008","922","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"49","Liban, NAT, 2021X 006022, 075","Liban","NAT","2021X006022","075","2021","006","022","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"50","Syrie, NAT, 2021X 304200, 034","Syrie","NAT","2021X304200","034","2021","304","200","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"51","Syrie, EFF, 2021X 304200, 034","Syrie","EFF","2021X304200","034","2021","304","200","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"53","Syrie, NAT, 2020X 029243, 013","Syrie","NAT","2020X029243","013","2020","029","243","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"54","Maroc, NAT, 2021X 005975, 044","Maroc","NAT","2021X005975","044","2021","005","975","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"55","Maroc, NAT, 2021X 005983, 092","Maroc","NAT","2021X005983","092","2021","005","983","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"56","Maroc, NAT, 2021X 006180, 031","Maroc","NAT","2021X006180","031","2021","006","180","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"57","Niger, NAT, 2021X 005502, 094","Niger","NAT","2021X005502","094","2021","005","502","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"58","Togo, NAT, 2019X 039537, 094","Togo","NAT","2019X039537","094","2019","039","537","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"59","Syrie, NAT, 2021X 000588, 077","Syrie","NAT","2021X000588","077","2021","000","588","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"60","Maroc, EFF, 2020X 107430, 095","Maroc","EFF","2020X107430","095","2020","107","430","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"61","95600, EFF, 2020X 107430, 095","France","EFF","2020X107430","095","2020","107","430","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"62","92150, EFF, 2020X 107430, 095","France","EFF","2020X107430","095","2020","107","430","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"63","Maroc, NAT, 2020X 107430, 095","Maroc","NAT","2020X107430","095","2020","107","430","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"64","Liban, NAT, 2021X 005990, 092","Liban","NAT","2021X005990","092","2021","005","990","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"65","Syrie, NAT, 2021X 304246, 014","Syrie","NAT","2021X304246","014","2021","304","246","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"66","Arabie Saoudite, NAT, 2021X 304532,  033","Arabie Saoudite","NAT","2021X304532","033","2021","304","532","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"67","33400, EFF, 2021X 304532, 033","France","EFF","2021X304532","033","2021","304","532","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"68","Syrie, NAT, 2021X 000985, 063","Syrie","NAT","2021X000985","063","2021","000","985","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"69","Arménie, NAT, 2021X 302794, 037","Arménie","NAT","2021X302794","037","2021","302","794","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"70","Algérie, NAT, 2021X 000474, 039","Algérie","NAT","2021X000474","039","2021","000","474","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"71","Syrie, NAT, 2021X 303971, 067","Syrie","NAT","2021X303971","067","2021","303","971","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"72","Tunisie, NAT, 2021X 005165, 054","Tunisie","NAT","2021X005165","054","2021","005","165","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"73","25000, EFF, 2021X 304120, 025","France","EFF","2021X304120","025","2021","304","120","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"74","Royaume-Uni, NAT, 2021X 001292, 019","Royaume-Uni","NAT","2021X001292","019","2021","001","292","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"75","Syrie, NAT, 2021X 303308, 010","Syrie","NAT","2021X303308","010","2021","303","308","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"76","Pérou, NAT, 2021X 001287, 045","Pérou","NAT","2021X001287","045","2021","001","287","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"77","Irak, NAT, 2021X 303910, 092","Irak","NAT","2021X303910","092","2021","303","910","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"78","Irak, EFF, 2021X 303910, 092","Irak","EFF","2021X303910","092","2021","303","910","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"81","Colombie, NAT, 2020X 033433, 092","Colombie","NAT","2020X033433","092","2020","033","433","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"82","Tunisie, NAT, 2020X 011090, 093","Tunisie","NAT","2020X011090","093","2020","011","090","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"83","Algérie, NAT, 2021X 007251, 026","Algérie","NAT","2021X007251","026","2021","007","251","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"84","58000, EFF, 2021X 303731, 058","France","EFF","2021X303731","058","2021","303","731","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"85","Maroc, NAT, 2021X 304477, 092","Maroc","NAT","2021X304477","092","2021","304","477","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"86","Côte d’Ivoire, NAT, 2021X 304230, 075","Côte d’Ivoire","NAT","2021X304230","075","2021","304","230","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"87","Tunisie, NAT, 2021X 007146, 075","Tunisie","NAT","2021X007146","075","2021","007","146","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"88","Tunisie, NAT, 2020X 030561, 092","Tunisie","NAT","2020X030561","092","2020","030","561","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"89","Tunisie, NAT, 2021X 303912, 092","Tunisie","NAT","2021X303912","092","2021","303","912","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"90","Algérie, NAT, 2021X 005085, 094","Algérie","NAT","2021X005085","094","2021","005","085","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"91","Tunisie, NAT, 2021X 304313, 080","Tunisie","NAT","2021X304313","080","2021","304","313","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"92","Bulgarie, NAT, 2020X 013665, 069","Bulgarie","NAT","2020X013665","069","2020","013","665","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"93","Madagascar, NAT, 2020X 032621, 034","Madagascar","NAT","2020X032621","034","2020","032","621","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"94","Madagascar, NAT, 2021X 003128, 075","Madagascar","NAT","2021X003128","075","2021","003","128","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"95","Maroc, NAT, 2020X 012968, 094","Maroc","NAT","2020X012968","094","2020","012","968","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"96","Maroc, NAT, 2020X 020191, 051","Maroc","NAT","2020X020191","051","2020","020","191","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"97","94190, EFF, 2020X 012968, 094","France","EFF","2020X012968","094","2020","012","968","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"98","Maroc, NAT, 2020X 034681, 084","Maroc","NAT","2020X034681","084","2020","034","681","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"99","94270, EFF, 2021X 005183, 095","France","EFF","2021X005183","095","2021","005","183","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"100","Tunisie, NAT, 2021X 304400, 006","Tunisie","NAT","2021X304400","006","2021","304","400","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"101","Arménie, NAT, 2021X 004555, 057","Arménie","NAT","2021X004555","057","2021","004","555","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"102","Colombie, NAT, 2021X 003269, 075","Colombie","NAT","2021X003269","075","2021","003","269","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"103","Algérie, NAT, 2021X 006261, 092","Algérie","NAT","2021X006261","092","2021","006","261","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"104","Belgique, NAT, 2020X 031346, 021","Belgique","NAT","2020X031346","021","2020","031","346","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"105","Inde, NAT, 2021X 302575, 095","Inde","NAT","2021X302575","095","2021","302","575","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"106","Russie, NAT, 2021X 005924, 092","Russie","NAT","2021X005924","092","2021","005","924","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"107","Pakistan, EFF, 2021X 003001, 095","Pakistan","EFF","2021X003001","095","2021","003","001","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"109","Tunisie, NAT, 2021X 304208, 031","Tunisie","NAT","2021X304208","031","2021","304","208","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"110","75015, EFF, 2021X 304208, 031","France","EFF","2021X304208","031","2021","304","208","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"111","Bénin, NAT, 2021X 304379, 021","Bénin","NAT","2021X304379","021","2021","304","379","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"112","Maroc, NAT, 2020X 017686, 095","Maroc","NAT","2020X017686","095","2020","017","686","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"113","Côte d’Ivoire, NAT, 2020X 035216,  091","Côte d’Ivoire","NAT","2020X035216","091","2020","035","216","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"114","Turquie, NAT, 2020X 029172, 067","Turquie","NAT","2020X029172","067","2020","029","172","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"115","Côte d’Ivoire, EFF, 2021X 005708, 094","Côte d’Ivoire","EFF","2021X005708","094","2021","005","708","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"116","Côte d’Ivoire, NAT, 2021X 304398,  054","Côte d’Ivoire","NAT","2021X304398","054","2021","304","398","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"117","Tunisie, NAT, 2021X 002096, 092","Tunisie","NAT","2021X002096","092","2021","002","096","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"118","Sénégal, EFF, 2021X 303955, 022","Sénégal","EFF","2021X303955","022","2021","303","955","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"119","Gabon, NAT, 2021X 303955, 022","Gabon","NAT","2021X303955","022","2021","303","955","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"120","29200, EFF, 2021X 303955, 022","France","EFF","2021X303955","022","2021","303","955","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"121","Kosovo, NAT, 2021X 304415, 068","Kosovo","NAT","2021X304415","068","2021","304","415","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"122","95500, EFF, 2021X 304436, 095","France","EFF","2021X304436","095","2021","304","436","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"123","République Démocratique du Congo, NAT,  2021X 304436, 095","République Démocratique du Congo","NAT","2021X304436","095","2021","304","436","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"124","Tunisie, NAT, 2021X 304433, 034","Tunisie","NAT","2021X304433","034","2021","304","433","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"125","République Démocratique du Congo, NAT, 2021X  300806, 069","République Démocratique du Congo","NAT","2021X300806","069","2021","300","806","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"126","Tunisie, NAT, 2021X 001297, 047","Tunisie","NAT","2021X001297","047","2021","001","297","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"127","42100, REI, 2021X 007644, 042","France","REI","2021X007644","042","2021","007","644","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"128","Maroc, NAT, 2021X 006305, 031","Maroc","NAT","2021X006305","031","2021","006","305","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"129","Algérie, EFF, 2021X 000474, 039","Algérie","EFF","2021X000474","039","2021","000","474","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"130","39100, EFF, 2021X 000474, 039","France","EFF","2021X000474","039","2021","000","474","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"132","Algérie, NAT, 2021X 000482, 092","Algérie","NAT","2021X000482","092","2021","000","482","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"133","Bangladesh, NAT, 2019X 040502, 013","Bangladesh","NAT","2019X040502","013","2019","040","502","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"134","30200, EFF, 2019X 040502, 030","France","EFF","2019X040502","030","2019","040","502","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"135","Mali, NAT, 2020X 035122, 093","Mali","NAT","2020X035122","093","2020","035","122","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"136","Mauritanie, NAT, 2021X 004810, 075","Mauritanie","NAT","2021X004810","075","2021","004","810","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"137","94360, EFF, 2020X 035122, 093","France","EFF","2020X035122","093","2020","035","122","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"138","Maroc, NAT, 2021X 004706, 092","Maroc","NAT","2021X004706","092","2021","004","706","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"139","Maroc, NAT, 2021X 304303, 026","Maroc","NAT","2021X304303","026","2021","304","303","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"140","92200, EFF, 2021X 005240, 092","France","EFF","2021X005240","092","2021","005","240","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"141","Maroc, NAT, 2021X 005240, 092","Maroc","NAT","2021X005240","092","2021","005","240","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"142","Maroc, NAT, 2021X 003021, 013","Maroc","NAT","2021X003021","013","2021","003","021","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"143","Ukraine, NAT, 2021X 005368, 013","Ukraine","NAT","2021X005368","013","2021","005","368","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"144","75012, EFF, 2021X 304207, 092","France","EFF","2021X304207","092","2021","304","207","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"145","Tunisie, NAT, 2021X 304207, 092","Tunisie","NAT","2021X304207","092","2021","304","207","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"146","Tunisie, EFF, 2021X 304207, 092","Tunisie","EFF","2021X304207","092","2021","304","207","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"147","Algérie, NAT, 2021X 005083, 092","Algérie","NAT","2021X005083","092","2021","005","083","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"148","République du Congo, NAT, 2021X  303619, 077","République du Congo","NAT","2021X303619","077","2021","303","619","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"149","Angola, EFF, 2021X 001279, 045","Angola","EFF","2021X001279","045","2021","001","279","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"150","Sénégal, NAT, 2021X 006792, 075","Sénégal","NAT","2021X006792","075","2021","006","792","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"151","Maroc, NAT, 2021X 005969, 092","Maroc","NAT","2021X005969","092","2021","005","969","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"152","Arménie, NAT, 2021X 008485, 004","Arménie","NAT","2021X008485","004","2021","008","485","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"153","Tchad, NAT, 2021X 012690, 051","Tchad","NAT","2021X012690","051","2021","012","690","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"154","Guinée, NAT, 2019X 042143, 078","Guinée","NAT","2019X042143","078","2019","042","143","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"155","Maroc, NAT, 2021X 006036, 092","Maroc","NAT","2021X006036","092","2021","006","036","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"156","Allemagne, NAT, 2020X 026758, 075","Allemagne","NAT","2020X026758","075","2020","026","758","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"157","Côte d’Ivoire, NAT, 2021X 304578, 075","Côte d’Ivoire","NAT","2021X304578","075","2021","304","578","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"158","Maroc, NAT, 2021X 005573, 094","Maroc","NAT","2021X005573","094","2021","005","573","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"159","45100, EFF, 2021X 001280, 045","France","EFF","2021X001280","045","2021","001","280","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"160","37200, EFF, 2021X 001280, 045","France","EFF","2021X001280","045","2021","001","280","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"162","Tadjikistan, NAT, 2020X 030807, 974","Tadjikistan","NAT","2020X030807","974","2020","030","807","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"163","Guinée, NAT, 2021X 005973, 092","Guinée","NAT","2021X005973","092","2021","005","973","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"164","45100, EFF, 2018X 016786, 045","France","EFF","2018X016786","045","2018","016","786","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"165","Rwanda, NAT, 2018X 016786, 045","Rwanda","NAT","2018X016786","045","2018","016","786","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
"166","Côte d’Ivoire, NAT, 2021X 005381, 075","Côte d’Ivoire","NAT","2021X005381","075","2021","005","381","20210814","0188","joe_20210814_0188_c000.pdf","Wed Aug 18 12:36:37 2021"
